chembl_id	smiles	top_conf	c_rel
CHEMBL26215	CCCCCCCCO	-1.864302396774292	-0.41089701652526855
CHEMBL45	COc1ccc2[nH]cc(CCNC(C)=O)c2c1	-1.8777704238891602	-0.4243650436401367
CHEMBL607	CCOC(=O)C1(c2ccccc2)CCN(C)CC1	-1.8805509805679321	-0.4271456003189087
CHEMBL290916	CC1=NN(c2ccccc2)C(=O)C1	-1.8830854892730713	-0.42968010902404785
CHEMBL5314457	CNC[C@H](O)c1ccc(OC(=O)C(C)C)c(OC(=O)C(C)C)c1	-1.8917521238327026	-0.4383467435836792
CHEMBL17045	CCN(CC)CC1CCCCN1CC(=O)N1c2ccccc2C(=O)Nc2cccnc21	-1.899245023727417	-0.44583964347839355
CHEMBL278581	C=CCN(C1=NCCN1)c1c(Cl)cccc1Cl	-1.9068522453308105	-0.4534468650817871
CHEMBL359839	Nc1ccc(S(=O)(=O)Nc2ccccc2)cc1	-1.9090276956558228	-0.4556223154067993
CHEMBL597	Cc1ccc(N(CC2=NCCN2)c2cccc(O)c2)cc1	-1.9199672937393188	-0.4665619134902954
CHEMBL27999	Cc1cc(-n2ncc(=O)[nH]c2=O)cc(C)c1Sc1ccc(Cl)cc1	-1.923949956893921	-0.47054457664489746
CHEMBL563	CC(C(=O)O)c1ccc(-c2ccccc2)c(F)c1	-1.9293335676193237	-0.4759281873703003
CHEMBL85	Cc1nc2n(c(=O)c1CCN1CCC(c3noc4cc(F)ccc34)CC1)CCCC2	-1.9378637075424194	-0.484458327293396
CHEMBL517	CC(C)N(CCC(C(N)=O)(c1ccccc1)c1ccccn1)C(C)C	-1.9402559995651245	-0.4868506193161011
CHEMBL280527	CCNc1cccnc1N1CCN(C(=O)c2cc3cc(OC)ccc3[nH]2)CC1	-1.943236231803894	-0.4898308515548706
CHEMBL8809	CCN1CCC[C@H]1CNC(=O)c1c(O)c(Cl)cc(Cl)c1OC	-1.9442511796951294	-0.49084579944610596
CHEMBL558	Cc1cccc(C)c1OCC(C)N	-1.946068525314331	-0.4926631450653076
CHEMBL6466	O=c1ccc2ccccc2o1	-1.9582659006118774	-0.504860520362854
CHEMBL22097	CN1C(=O)C(O)N=C(c2ccccc2Cl)c2cc(Cl)ccc21	-1.9587522745132446	-0.5053468942642212
CHEMBL263881	CCN(CC)C(=O)[C@@H]1C=C2c3cccc4[nH]cc(c34)C[C@H]2N(C)C1	-1.9694688320159912	-0.5160634517669678
CHEMBL640	CCN(CC)CCNC(=O)c1ccc(N)cc1	-1.9776948690414429	-0.5242894887924194
CHEMBL605	CCN(CC)CCNC(=O)c1ccc(N)cc1.Cl	-1.9868974685668945	-0.5334920883178711
CHEMBL10413	O=C(O)Cn1c(=O)n(Cc2ccc(Br)cc2F)c(=O)c2ccc(Cl)cc21	-1.9898830652236938	-0.5364776849746704
CHEMBL1214827	CC(C)c1cc(C(=O)N2Cc3ccc(CN4CCN(C)CC4)cc3C2)c(O)cc1O	-1.9902472496032715	-0.536841869354248
CHEMBL2106462	CN(C)C(C)(CO)Cc1ccc(Cl)c(Cl)c1	-1.997118353843689	-0.5437129735946655
CHEMBL698	CCCCNc1ccc(C(=O)OCCN(C)C)cc1	-2.000087022781372	-0.5466816425323486
CHEMBL8412	O=C1c2ccccc2S(=O)(=O)N1CCCCN1CCN(c2ncccn2)CC1	-2.0087928771972656	-0.5553874969482422
CHEMBL437	Nc1ccc(S(=O)(=O)Nc2nccs2)cc1	-2.0148062705993652	-0.5614008903503418
CHEMBL2104678	CCN(CC)C(=O)CSc1ccc(Cl)nn1	-2.01579213142395	-0.5623867511749268
CHEMBL654	CN1CCN2c3ncccc3Cc3ccccc3C2C1	-2.0186636447906494	-0.565258264541626
CHEMBL18504	CCS(=O)(=O)Oc1ccc2c(C)c(C)c(=O)oc2c1	-2.0235767364501953	-0.5701713562011719
CHEMBL452	O=C1CN=C(c2ccccc2Cl)c2cc([N+](=O)[O-])ccc2N1	-2.0239570140838623	-0.5705516338348389
CHEMBL8030	Cc1cccc(Oc2cnc(=O)[nH]c2)c1	-2.024845600128174	-0.5714402198791504
CHEMBL592	CN1CC[C@]23CCCC[C@H]2[C@H]1Cc1ccc(O)cc13	-2.0584726333618164	-0.605067253112793
CHEMBL246600	COc1ccc(C[C@@H](O)c2cc(OC)c(OC)c(OC)c2)cc1O	-2.0641794204711914	-0.610774040222168
CHEMBL25931	CC1(C)C(=O)Nc2cc3[nH]c(-c4ccncc4)nc3cc21	-2.0708205699920654	-0.617415189743042
CHEMBL36	CCc1nc(N)nc(N)c1-c1ccc(Cl)cc1	-2.0736656188964844	-0.6202602386474609
CHEMBL6607	COc1cc(CC(C)N)c(OC)cc1Br	-2.0873634815216064	-0.633958101272583
