Gene	gene_name	uniprot_primary	sc_ntpm	cortex_ntpm	skm_ntpm	heart_ntpm	description	protein_class	druggable_class
ENSG00000179583	CIITA	P33076	7.2	1.9	4.2	6.4	Class II major histocompatibility complex transactivator	Cancer-related genes, Disease related genes, Enzymes, Human disease related genes, Plasma proteins, Potential drug targets, Predicted intracellular proteins	True
ENSG00000143179	UCK2	Q9BZX2	7.2	6.5	15.5	8.5	Uridine-cytidine kinase 2	Enzymes, Metabolic proteins, Predicted intracellular proteins	True
ENSG00000149476	TKFC	Q3LXA3	7.2	8.3	10.0	7.1	Triokinase and FMN cyclase	Disease related genes, Enzymes, Metabolic proteins, Potential drug targets, Predicted intracellular proteins	True
ENSG00000111266	DUSP16	Q9BY84	7.2	5.7	9.5	6.1	Dual specificity phosphatase 16	Enzymes, Predicted intracellular proteins	True
ENSG00000249242	TMEM150C	B9EJG8	7.2	19.4	6.4	11.9	Transmembrane protein 150C	Predicted membrane proteins, Transporters	True
ENSG00000155085	AK9	Q5TCS8	7.1	4.7	4.5	4.6	Adenylate kinase 9	Cancer-related genes, Enzymes, Metabolic proteins, Predicted intracellular proteins	True
ENSG00000004700	RECQL	P46063	7.1	8.1	11.5	25.2	RecQ like helicase	Enzymes, Plasma proteins, Predicted intracellular proteins	True
ENSG00000113643	RARS1	P54136	7.1	14.3	30.4	27.6	Arginyl-tRNA synthetase 1	Disease related genes, Enzymes, Essential proteins, Human disease related genes, Metabolic proteins, Plasma proteins, Potential drug targets, Predicted intracellular proteins	True
ENSG00000125447	GGA3	Q9NZ52	7.1	14.0	20.1	10.8	Golgi associated, gamma adaptin ear containing, ARF binding protein 3	Predicted intracellular proteins, Transporters	True
ENSG00000155906	RMND1	Q9NWS8	7.1	12.0	8.7	10.8	Required for meiotic nuclear division 1 homolog	Disease related genes, Human disease related genes, Predicted intracellular proteins, Predicted membrane proteins	True
ENSG00000135124	P2RX4	Q99571	7.1	5.6	1.8	6.7	Purinergic receptor P2X 4	FDA approved drug targets, Predicted membrane proteins, Transporters	True
ENSG00000136840	ST6GALNAC4	Q9H4F1	7.1	13.1	23.2	32.1	ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 4	Enzymes, Metabolic proteins, Predicted intracellular proteins, Predicted membrane proteins	True
ENSG00000134049	IER3IP1	Q9Y5U9	7.1	8.0	29.1	15.8	Immediate early response 3 interacting protein 1	Disease related genes, Human disease related genes, Predicted intracellular proteins, Predicted membrane proteins	True
ENSG00000184984	CHRM5	P08912	7.1	1.0	0.1	0.0	Cholinergic receptor muscarinic 5	FDA approved drug targets, G-protein coupled receptors, Predicted intracellular proteins, Predicted membrane proteins	True
ENSG00000109689	STIM2	Q9P246	7.1	10.0	7.7	6.2	Stromal interaction molecule 2	Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins, Transporters	True
ENSG00000083223	TUT7	Q5VYS8	7.1	4.5	11.9	7.4	Terminal uridylyl transferase 7	Enzymes, Metabolic proteins, Predicted intracellular proteins	True
ENSG00000138777	PPA2	Q9H2U2	7.1	10.5	25.8	26.7	Inorganic pyrophosphatase 2	Cancer-related genes, Disease related genes, Enzymes, Metabolic proteins, Plasma proteins, Potential drug targets, Predicted intracellular proteins	True
ENSG00000185420	SMYD3	Q9H7B4	7.1	15.4	10.9	6.2	SET and MYND domain containing 3	Cancer-related genes, Enzymes, Metabolic proteins, Predicted intracellular proteins	True
ENSG00000151376	ME3	Q16798	7.1	24.4	19.6	26.6	Malic enzyme 3	Enzymes, Metabolic proteins, Plasma proteins, Predicted intracellular proteins	True
ENSG00000060069	CTDP1	Q9Y5B0	7.1	6.3	11.9	9.1	CTD phosphatase subunit 1	Disease related genes, Enzymes, Essential proteins, Human disease related genes, Potential drug targets, Predicted intracellular proteins	True
ENSG00000150768	DLAT	P10515	7.1	14.2	70.6	64.9	Dihydrolipoamide S-acetyltransferase	Citric acid cycle related proteins, Disease related genes, Enzymes, Human disease related genes, Metabolic proteins, Potential drug targets, Predicted intracellular proteins	True
ENSG00000135778	NTPCR	Q9BSD7	7.1	7.9	12.6	4.2	Nucleoside-triphosphatase, cancer-related	Enzymes, Metabolic proteins, Predicted intracellular proteins	True
ENSG00000116815	CD58	P19256	7.1	4.1	8.5	33.2	CD58 molecule	CD markers, Human disease related genes, Predicted membrane proteins	True
ENSG00000139567	ACVRL1	P37023	7.1	6.6	17.1	35.0	Activin A receptor like type 1	Disease related genes, Enzymes, Human disease related genes, Potential drug targets, Predicted intracellular proteins, Predicted membrane proteins	True
ENSG00000143363	PRUNE1	Q86TP1	7.1	9.5	27.5	31.3	Prune exopolyphosphatase 1	Disease related genes, Enzymes, Essential proteins, Human disease related genes, Metabolic proteins, Potential drug targets, Predicted intracellular proteins	True
ENSG00000112992	NNT	Q13423	7.1	24.5	223.6	128.9	Nicotinamide nucleotide transhydrogenase	Disease related genes, Enzymes, FDA approved drug targets, Human disease related genes, Metabolic proteins, Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins	True
ENSG00000108443	RPS6KB1	P23443	7.1	8.8	21.3	9.9	Ribosomal protein S6 kinase B1	Enzymes, Plasma proteins, Predicted intracellular proteins	True
ENSG00000243649	CFB	P00751	7.1	3.6	2.8	37.6	Complement factor B	Disease related genes, Enzymes, Human disease related genes, Plasma proteins, Potential drug targets, Predicted secreted proteins	True
ENSG00000116701	NCF2	P19878	7.1	2.7	2.3	4.4	Neutrophil cytosolic factor 2	Disease related genes, Human disease related genes, Plasma proteins, Predicted intracellular proteins	True
ENSG00000176974	SHMT1	P34896	7.1	5.0	17.7	5.2	Serine hydroxymethyltransferase 1	Enzymes, Metabolic proteins, Plasma proteins, Predicted intracellular proteins	True
ENSG00000180773	SLC36A4	Q6YBV0	7.1	8.1	2.2	5.6	Solute carrier family 36 member 4	Metabolic proteins, Predicted membrane proteins, Transporters	True
ENSG00000163932	PRKCD	Q05655	7.1	11.9	6.6	17.6	Protein kinase C delta	Cancer-related genes, Disease related genes, Enzymes, FDA approved drug targets, Human disease related genes, Predicted intracellular proteins	True
ENSG00000139636	LMBR1L	Q6UX01	7.1	10.9	7.3	14.6	Limb development membrane protein 1 like	Essential proteins, Predicted membrane proteins	True
ENSG00000148339	SLC25A25	Q6KCM7	7.1	20.1	72.0	11.3	Solute carrier family 25 member 25	Predicted intracellular proteins, Predicted membrane proteins, Transporters	True
ENSG00000173269	MMRN2	Q9H8L6	7.1	5.5	25.1	40.2	Multimerin 2	Plasma proteins, Predicted intracellular proteins, Predicted secreted proteins	True
ENSG00000244165	P2RY11	Q96G91	7.1	13.5	8.8	6.1	Purinergic receptor P2Y11	G-protein coupled receptors, Predicted membrane proteins	True
ENSG00000119782	FKBP1B	P68106	7.1	62.4	1.4	5.1	FKBP prolyl isomerase 1B	Enzymes, Metabolic proteins, Predicted intracellular proteins	True
ENSG00000183196	CHST6	Q9GZX3	7.1	3.3	0.1	1.5	Carbohydrate sulfotransferase 6	Disease related genes, Enzymes, Human disease related genes, Metabolic proteins, Potential drug targets, Predicted intracellular proteins	True
ENSG00000114988	LMAN2L	Q9H0V9	7.1	8.0	15.8	18.0	Lectin, mannose binding 2 like	Disease related genes, Human disease related genes, Predicted membrane proteins	True
ENSG00000182168	UNC5C	O95185	7.1	5.1	0.1	3.0	Unc-5 netrin receptor C	Disease related genes, Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins	True
ENSG00000156599	ZDHHC5	Q9C0B5	7.1	12.9	38.3	26.2	Zinc finger DHHC-type palmitoyltransferase 5	Enzymes, Metabolic proteins, Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins	True
ENSG00000100304	TTLL12	Q14166	7.1	26.4	11.8	9.4	Tubulin tyrosine ligase like 12	Plasma proteins, Predicted intracellular proteins	True
ENSG00000145623	OSMR	Q99650	7.0	4.8	11.3	26.6	Oncostatin M receptor	Disease related genes, Human disease related genes, Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins	True
ENSG00000102781	KATNAL1	Q9BW62	7.0	9.3	4.6	16.8	Katanin catalytic subunit A1 like 1	Enzymes, Predicted intracellular proteins	True
ENSG00000175938	ORAI3	Q9BRQ5	7.0	7.6	7.5	16.2	ORAI calcium release-activated calcium modulator 3	Predicted intracellular proteins, Predicted membrane proteins, Transporters	True
ENSG00000173258	ZNF483	Q8TF39	7.0	11.1	1.3	2.5	Zinc finger protein 483	Cancer-related genes, Plasma proteins, Predicted intracellular proteins, Transcription factors	True
ENSG00000100505	TRIM9	Q9C026	7.0	46.3	0.3	0.7	Tripartite motif containing 9	Enzymes, Predicted intracellular proteins	True
ENSG00000269556	TMEM185A	Q8NFB2	7.0	10.4	12.6	27.7	Transmembrane protein 185A	Predicted membrane proteins	True
ENSG00000184992	BRI3BP	Q8WY22	7.0	9.1	1.6	2.4	BRI3 binding protein	Predicted membrane proteins, Transporters	True
ENSG00000185716	MOSMO	Q8NHV5	7.0	14.0	9.4	9.1	Modulator of smoothened	Predicted membrane proteins	True
ENSG00000143374	TARS2	Q9BW92	7.0	10.8	29.9	19.0	Threonyl-tRNA synthetase 2, mitochondrial	Disease related genes, Enzymes, Human disease related genes, Potential drug targets, Predicted intracellular proteins	True
ENSG00000163918	RFC4	P35249	7.0	7.1	8.0	8.5	Replication factor C subunit 4	Essential proteins, Plasma proteins, Predicted intracellular proteins	True
ENSG00000131323	TRAF3	Q13114	7.0	12.0	4.3	5.1	TNF receptor associated factor 3	Cancer-related genes, Disease related genes, Enzymes, Human disease related genes, Potential drug targets, Predicted intracellular proteins	True
ENSG00000027075	PRKCH	P24723	7.0	4.5	13.4	19.0	Protein kinase C eta	Cancer-related genes, Disease related genes, Enzymes, Potential drug targets, Predicted intracellular proteins	True
ENSG00000125633	CCDC93	Q567U6	7.0	8.7	12.3	20.2	Coiled-coil domain containing 93	Predicted intracellular proteins, Transporters	True
ENSG00000123815	COQ8B	Q96D53	7.0	8.4	8.9	13.7	Coenzyme Q8B	Disease related genes, Enzymes, Human disease related genes, Potential drug targets, Predicted intracellular proteins	True
ENSG00000136935	GOLGA1	Q92805	7.0	6.4	12.3	9.5	Golgin A1	Plasma proteins, Predicted intracellular proteins	True
ENSG00000106460	TMEM106B	Q9NUM4	7.0	28.7	13.9	30.0	Transmembrane protein 106B	Disease related genes, Human disease related genes, Potential drug targets, Predicted intracellular proteins, Predicted membrane proteins, Transporters	True
ENSG00000115457	IGFBP2	P18065	7.0	22.0	22.2	160.2	Insulin like growth factor binding protein 2	Cancer-related genes, Plasma proteins, Predicted intracellular proteins, Predicted secreted proteins	True
ENSG00000181035	SLC25A42	Q86VD7	7.0	14.9	42.7	14.4	Solute carrier family 25 member 42	Disease related genes, Metabolic proteins, Potential drug targets, Predicted membrane proteins, Transporters	True
ENSG00000125779	PANK2	Q9BZ23	7.0	13.3	9.0	8.1	Pantothenate kinase 2	Disease related genes, Enzymes, Human disease related genes, Metabolic proteins, Plasma proteins, Potential drug targets, Predicted intracellular proteins	True
ENSG00000131389	SLC6A6	P31641	7.0	4.2	29.9	26.2	Solute carrier family 6 member 6	Disease related genes, Metabolic proteins, Potential drug targets, Predicted membrane proteins, Transporters	True
ENSG00000124177	CHD6	Q8TD26	7.0	8.6	5.2	7.5	Chromodomain helicase DNA binding protein 6	Disease related genes, Enzymes, Plasma proteins, Potential drug targets, Predicted intracellular proteins	True
ENSG00000163703	CRELD1	Q96HD1	7.0	16.4	17.2	31.9	Cysteine rich with EGF like domains 1	Disease related genes, Enzymes, Human disease related genes, Potential drug targets, Predicted intracellular proteins, Predicted membrane proteins	True
ENSG00000160113	NR2F6	P10588	7.0	20.4	27.2	37.2	Nuclear receptor subfamily 2 group F member 6	Nuclear receptors, Predicted intracellular proteins, Transcription factors	True
ENSG00000181585	TMIE	Q8NEW7	7.0	9.7	3.4	0.8	Transmembrane inner ear	Disease related genes, Human disease related genes, Potential drug targets, Predicted intracellular proteins, Predicted membrane proteins, Transporters	True
ENSG00000101977	MCF2	P10911	7.0	8.6	0.1	0.9	MCF.2 cell line derived transforming sequence	Disease related genes, Plasma proteins, Predicted intracellular proteins	True
ENSG00000144476	ACKR3	P25106	7.0	12.2	35.5	69.3	Atypical chemokine receptor 3	Cancer-related genes, Disease related genes, G-protein coupled receptors, Potential drug targets, Predicted membrane proteins	True
ENSG00000033178	UBA6	A0AVT1	7.0	8.5	4.9	4.9	Ubiquitin like modifier activating enzyme 6	Enzymes, Essential proteins, Metabolic proteins, Predicted intracellular proteins	True
ENSG00000164442	CITED2	Q99967	7.0	26.4	91.6	60.2	Cbp/p300 interacting transactivator with Glu/Asp rich carboxy-terminal domain 2	Disease related genes, Human disease related genes, Plasma proteins, Predicted intracellular proteins	True
ENSG00000204267	TAP2	Q03519	7.0	6.1	7.6	13.1	Transporter 2, ATP binding cassette subfamily B member	Disease related genes, Enzymes, Human disease related genes, Potential drug targets, Predicted membrane proteins, Transporters	True
ENSG00000169918	OTUD7A	Q8TE49	7.0	6.0	0.8	0.8	OTU deubiquitinase 7A	Cancer-related genes, Enzymes, Predicted intracellular proteins	True
ENSG00000065243	PKN2	Q16513	7.0	7.8	9.4	13.2	Protein kinase N2	Enzymes, Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins	True
ENSG00000110079	MS4A4A	Q96JQ5	7.0	3.8	2.0	7.9	Membrane spanning 4-domains A4A	Predicted membrane proteins	True
ENSG00000155465	SLC7A7	Q9UM01	7.0	3.9	1.5	5.4	Solute carrier family 7 member 7	Disease related genes, FDA approved drug targets, Human disease related genes, Metabolic proteins, Predicted intracellular proteins, Predicted membrane proteins, Transporters	True
ENSG00000165810	BTNL9	Q6UXG8	7.0	11.8	43.5	104.3	Butyrophilin like 9	Predicted membrane proteins	True
ENSG00000144677	CTDSPL	O15194	7.0	14.5	19.8	27.5	CTD small phosphatase like	Enzymes, Plasma proteins, Predicted intracellular proteins	True
ENSG00000183010	PYCR1	P32322	7.0	10.7	10.3	9.3	Pyrroline-5-carboxylate reductase 1	Disease related genes, Enzymes, Human disease related genes, Metabolic proteins, Potential drug targets, Predicted intracellular proteins	True
ENSG00000084693	AGBL5	Q8NDL9	6.9	7.9	6.6	11.9	AGBL carboxypeptidase 5	Disease related genes, Enzymes, Human disease related genes, Potential drug targets, Predicted intracellular proteins	True
ENSG00000105707	HPN	P05981	6.9	2.3	21.5	4.9	Hepsin	Cancer-related genes, Enzymes, Predicted intracellular proteins, Predicted membrane proteins, Transporters	True
ENSG00000100311	PDGFB	P01127	6.9	11.6	17.5	29.7	Platelet derived growth factor subunit B	Cancer-related genes, Candidate cardiovascular disease genes, Disease related genes, Human disease related genes, Plasma proteins, Predicted intracellular proteins, Predicted secreted proteins, RAS pathway related proteins	True
ENSG00000109501	WFS1	O76024	6.9	29.8	13.9	38.8	Wolframin ER transmembrane glycoprotein	Disease related genes, Human disease related genes, Plasma proteins, Potential drug targets, Predicted intracellular proteins, Predicted membrane proteins, Transporters	True
ENSG00000089775	ZBTB25	P24278	6.9	5.4	10.6	10.2	Zinc finger and BTB domain containing 25	Plasma proteins, Predicted intracellular proteins, Transcription factors	True
ENSG00000104047	DTWD1	Q8N5C7	6.9	8.4	8.9	10.3	DTW domain containing 1	Enzymes, Predicted intracellular proteins	True
ENSG00000150527	MIA2	Q96PC5	6.9	8.8	51.1	15.5	MIA SH3 domain ER export factor 2	Disease related genes, Potential drug targets, Predicted intracellular proteins, Predicted membrane proteins, Transporters	True
ENSG00000123096	SSPN	Q14714	6.9	12.9	56.9	43.0	Sarcospan	Predicted membrane proteins	True
ENSG00000111261	MANSC1	Q9H8J5	6.9	13.5	3.8	10.5	MANSC domain containing 1	Metabolic proteins, Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins	True
ENSG00000081818	PCDHB4	Q9Y5E5	6.9	3.6	1.5	2.1	Protocadherin beta 4	Predicted membrane proteins	True
ENSG00000134444	RELCH	Q9P260	6.9	11.2	6.3	7.0	RAB11 binding and LisH domain, coiled-coil and HEAT repeat containing	Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins	True
ENSG00000025423	HSD17B6	O14756	6.9	19.8	0.4	0.8	Hydroxysteroid 17-beta dehydrogenase 6	Enzymes, Metabolic proteins, Predicted intracellular proteins	True
ENSG00000198270	TMEM116	Q8NCL8	6.9	4.6	6.1	24.7	Transmembrane protein 116	Predicted intracellular proteins, Predicted membrane proteins	True
ENSG00000087266	SH3BP2	P78314	6.9	12.9	15.8	11.1	SH3 domain binding protein 2	Disease related genes, Human disease related genes, Plasma proteins, Predicted intracellular proteins	True
ENSG00000095564	BTAF1	O14981	6.9	7.9	11.9	11.8	B-TFIID TATA-box binding protein associated factor 1	Essential proteins, Plasma proteins, Predicted intracellular proteins	True
ENSG00000100294	MCAT	Q8IVS2	6.9	19.0	20.9	17.1	Malonyl-CoA-acyl carrier protein transacylase	Enzymes, Metabolic proteins, Predicted intracellular proteins	True
ENSG00000174109	C16orf91	Q4G0I0	6.9	13.0	15.8	13.9	Chromosome 16 open reading frame 91	Predicted membrane proteins	True
ENSG00000237541	HLA-DQA2	P01906	6.9	0.6	1.4	2.3	Major histocompatibility complex, class II, DQ alpha 2	Human disease related genes, Predicted membrane proteins	True
ENSG00000121940	CLCC1	Q96S66	6.9	13.7	23.5	16.8	Chloride channel CLIC like 1	Disease related genes, Essential proteins, Human disease related genes, Potential drug targets, Predicted intracellular proteins, Predicted membrane proteins, Transporters	True
ENSG00000114331	ACAP2	Q15057	6.9	12.2	5.2	7.6	ArfGAP with coiled-coil, ankyrin repeat and PH domains 2	Plasma proteins, Predicted intracellular proteins	True
ENSG00000141013	GAS8	O95995	6.9	12.9	14.7	14.4	Growth arrest specific 8	Disease related genes, Human disease related genes, Plasma proteins, Predicted intracellular proteins	True
ENSG00000170385	SLC30A1	Q9Y6M5	6.9	12.8	1.7	9.3	Solute carrier family 30 member 1	Metabolic proteins, Predicted membrane proteins, Transporters	True
ENSG00000106537	TSPAN13	O95857	6.9	68.6	10.0	25.6	Tetraspanin 13	Predicted membrane proteins	True
ENSG00000088451	TGDS	O95455	6.8	4.1	3.9	5.2	TDP-glucose 4,6-dehydratase	Disease related genes, Enzymes, Human disease related genes, Metabolic proteins, Potential drug targets, Predicted intracellular proteins	True
ENSG00000130309	COLGALT1	Q8NBJ5	6.8	6.4	12.9	19.0	Collagen beta(1-O)galactosyltransferase 1	Disease related genes, Enzymes, Human disease related genes, Metabolic proteins, Potential drug targets, Predicted intracellular proteins	True
ENSG00000158321	AUTS2	Q8WXX7	6.8	12.6	19.9	6.6	Activator of transcription and developmental regulator AUTS2	Disease related genes, Human disease related genes, Plasma proteins, Predicted intracellular proteins	True
ENSG00000148356	LRSAM1	Q6UWE0	6.8	14.8	10.9	15.9	Leucine rich repeat and sterile alpha motif containing 1	Disease related genes, Enzymes, Human disease related genes, Metabolic proteins, Potential drug targets, Predicted intracellular proteins	True
ENSG00000196449	YRDC	Q86U90	6.8	7.9	8.0	7.3	YrdC N6-threonylcarbamoyltransferase domain containing	Disease related genes, Enzymes, Essential proteins, Human disease related genes, Potential drug targets, Predicted intracellular proteins	True
ENSG00000168404	MLKL	Q8NB16	6.8	3.1	2.9	10.3	Mixed lineage kinase domain like pseudokinase	Enzymes, Predicted intracellular proteins, Transporters	True
ENSG00000140263	SORD	Q00796	6.8	4.2	2.3	5.3	Sorbitol dehydrogenase	Disease related genes, Enzymes, Human disease related genes, Metabolic proteins, Plasma proteins, Potential drug targets, Predicted intracellular proteins	True
ENSG00000113360	DROSHA	Q9NRR4	6.8	16.2	20.8	12.1	Drosha ribonuclease III	Cancer-related genes, Enzymes, Essential proteins, Predicted intracellular proteins	True
ENSG00000163788	SNRK	Q9NRH2	6.8	14.5	13.5	15.2	SNF related kinase	Enzymes, Predicted intracellular proteins	True
ENSG00000124786	SLC35B3	Q9H1N7	6.8	5.8	4.7	8.9	Solute carrier family 35 member B3	Predicted membrane proteins, Transporters	True
ENSG00000140968	IRF8	Q02556	6.8	6.2	0.9	3.0	Interferon regulatory factor 8	Disease related genes, Human disease related genes, Plasma proteins, Predicted intracellular proteins, Transcription factors	True
ENSG00000205423	CNEP1R1	Q8N9A8	6.8	8.5	9.4	8.4	CTD nuclear envelope phosphatase 1 regulatory subunit 1	Predicted membrane proteins	True
ENSG00000132199	ENOSF1	Q7L5Y1	6.8	2.3	3.6	8.0	Enolase superfamily member 1	Enzymes, Predicted intracellular proteins	True
ENSG00000080493	SLC4A4	Q9Y6R1	6.8	30.9	2.1	5.8	Solute carrier family 4 member 4	Disease related genes, Human disease related genes, Metabolic proteins, Potential drug targets, Predicted intracellular proteins, Predicted membrane proteins, Transporters	True
ENSG00000184584	STING1	Q86WV6	6.8	4.7	9.8	52.6	Stimulator of interferon response cGAMP interactor 1	Disease related genes, Human disease related genes, Potential drug targets, Predicted intracellular proteins, Predicted membrane proteins, Transporters	True
ENSG00000100288	CHKB	Q9Y259	6.8	8.1	9.9	13.0	Choline kinase beta	Disease related genes, Enzymes, Human disease related genes, Metabolic proteins, Plasma proteins, Potential drug targets, Predicted intracellular proteins	True
ENSG00000110324	IL10RA	Q13651	6.8	3.2	1.5	4.7	Interleukin 10 receptor subunit alpha	CD markers, Disease related genes, Human disease related genes, Potential drug targets, Predicted membrane proteins, Transporters	True
ENSG00000173821	RNF213	Q63HN8	6.7	5.4	6.1	6.1	Ring finger protein 213	Cancer-related genes, Disease related genes, Enzymes, Human disease related genes, Potential drug targets, Predicted intracellular proteins, Predicted membrane proteins	True
ENSG00000145743	FBXL17	Q9UF56	6.7	16.2	40.7	19.2	F-box and leucine rich repeat protein 17	Predicted intracellular proteins, Predicted membrane proteins	True
ENSG00000106003	LFNG	Q8NES3	6.7	17.2	4.3	12.3	LFNG O-fucosylpeptide 3-beta-N-acetylglucosaminyltransferase	Disease related genes, Enzymes, Human disease related genes, Potential drug targets, Predicted intracellular proteins	True
ENSG00000110881	ASIC1	P78348	6.7	29.4	0.3	2.0	Acid sensing ion channel subunit 1	Predicted membrane proteins	True
ENSG00000186866	POFUT2	Q9Y2G5	6.7	7.8	7.5	16.0	Protein O-fucosyltransferase 2	Enzymes, Predicted intracellular proteins	True
ENSG00000115159	GPD2	P43304	6.7	14.8	23.1	5.8	Glycerol-3-phosphate dehydrogenase 2	Enzymes, Metabolic proteins, Plasma proteins, Predicted intracellular proteins	True
ENSG00000146833	TRIM4	Q9C037	6.7	10.8	7.3	9.7	Tripartite motif containing 4	Enzymes, Predicted intracellular proteins	True
ENSG00000113649	TCERG1	O14776	6.7	11.5	22.6	9.5	Transcription elongation regulator 1	Essential proteins, Plasma proteins, Predicted intracellular proteins	True
ENSG00000117143	UAP1	Q16222	6.7	11.6	23.1	13.1	UDP-N-acetylglucosamine pyrophosphorylase 1	Enzymes, Metabolic proteins, Plasma proteins, Predicted intracellular proteins	True
ENSG00000144468	RHBDD1	Q8TEB9	6.7	6.3	8.4	9.7	Rhomboid domain containing 1	Enzymes, Predicted intracellular proteins, Predicted membrane proteins, Transporters	True
ENSG00000111684	LPCAT3	Q6P1A2	6.7	6.3	44.0	35.4	Lysophosphatidylcholine acyltransferase 3	Enzymes, Metabolic proteins, Predicted membrane proteins	True
ENSG00000147854	UHRF2	Q96PU4	6.7	6.6	10.1	6.2	Ubiquitin like with PHD and ring finger domains 2	Disease related genes, Enzymes, Metabolic proteins, Potential drug targets, Predicted intracellular proteins	True
ENSG00000211455	STK38L	Q9Y2H1	6.7	10.0	8.4	42.0	Serine/threonine kinase 38 like	Enzymes, Predicted intracellular proteins	True
ENSG00000119638	NEK9	Q8TD19	6.7	10.1	40.9	34.8	NIMA related kinase 9	Disease related genes, Enzymes, Human disease related genes, Plasma proteins, Potential drug targets, Predicted intracellular proteins, Transporters	True
ENSG00000169375	SIN3A	Q96ST3	6.7	11.1	15.7	12.1	SIN3 transcription regulator family member A	Cancer-related genes, Disease related genes, Essential proteins, Human disease related genes, Plasma proteins, Predicted intracellular proteins	True
ENSG00000204217	BMPR2	Q13873	6.7	20.6	8.1	16.2	Bone morphogenetic protein receptor type 2	Disease related genes, Enzymes, FDA approved drug targets, Human disease related genes, Predicted membrane proteins	True
ENSG00000131591	C1orf159	Q96HA4	6.7	12.0	2.1	4.3	Chromosome 1 open reading frame 159	Predicted intracellular proteins, Predicted membrane proteins	True
ENSG00000170471	RALGAPB	Q86X10	6.7	10.6	11.4	9.8	Ral GTPase activating protein non-catalytic subunit beta	Plasma proteins, Predicted intracellular proteins, RAS pathway related proteins	True
ENSG00000198874	TYW1	Q9NV66	6.7	5.9	14.9	7.4	TRNA-yW synthesizing protein 1 homolog	Enzymes, Predicted membrane proteins	True
ENSG00000126775	ATG14	Q6ZNE5	6.7	5.4	14.9	7.5	Autophagy related 14	Predicted intracellular proteins, Transporters	True
ENSG00000124194	GDAP1L1	Q96MZ0	6.7	61.9	0.0	1.6	Ganglioside induced differentiation associated protein 1 like 1	Predicted intracellular proteins, Predicted membrane proteins	True
ENSG00000187513	GJA4	P35212	6.7	7.7	33.0	81.8	Gap junction protein alpha 4	Predicted membrane proteins, Transporters	True
ENSG00000187531	SIRT7	Q9NRC8	6.7	5.2	6.0	6.2	Sirtuin 7	Enzymes, Metabolic proteins, Predicted intracellular proteins	True
ENSG00000173621	LRFN4	Q6PJG9	6.7	20.5	8.2	10.3	Leucine rich repeat and fibronectin type III domain containing 4	Predicted intracellular proteins, Predicted membrane proteins	True
ENSG00000135655	USP15	Q9Y4E8	6.7	7.0	26.8	13.9	Ubiquitin specific peptidase 15	Enzymes, Metabolic proteins, Plasma proteins, Predicted intracellular proteins	True
ENSG00000145819	ARHGAP26	Q9UNA1	6.7	16.8	11.5	14.8	Rho GTPase activating protein 26	Cancer-related genes, Disease related genes, Human disease related genes, Predicted intracellular proteins, Predicted membrane proteins	True
ENSG00000233670	PIRT	P0C851	6.7	2.3	0.0	0.0	Phosphoinositide interacting regulator of transient receptor potential channels	Predicted membrane proteins, Transporters	True
ENSG00000131269	ABCB7	O75027	6.7	5.1	29.2	20.0	ATP binding cassette subfamily B member 7	Disease related genes, Essential proteins, Human disease related genes, Plasma proteins, Potential drug targets, Predicted intracellular proteins, Predicted membrane proteins, Transporters	True
ENSG00000006576	PHTF2	Q8N3S3	6.7	6.9	104.0	12.2	Putative homeodomain transcription factor 2	Predicted membrane proteins, Transcription factors	True
ENSG00000164161	HHIP	Q96QV1	6.7	6.1	0.3	0.2	Hedgehog interacting protein	Predicted membrane proteins, Predicted secreted proteins	True
ENSG00000185753	CXorf38	Q8TB03	6.7	4.1	4.6	4.5	Chromosome X open reading frame 38	Predicted intracellular proteins, Transporters	True
ENSG00000101000	PROCR	Q9UNN8	6.7	3.3	9.8	41.9	Protein C receptor	Candidate cardiovascular disease genes, CD markers, FDA approved drug targets, Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins	True
ENSG00000070367	EXOC5	O00471	6.7	7.2	5.5	4.9	Exocyst complex component 5	Essential proteins, Predicted intracellular proteins, Transporters	True
ENSG00000196177	ACADSB	P45954	6.7	11.7	39.6	36.0	Acyl-CoA dehydrogenase short/branched chain	Disease related genes, Enzymes, Human disease related genes, Metabolic proteins, Plasma proteins, Potential drug targets, Predicted intracellular proteins	True
ENSG00000164638	SLC29A4	Q7RTT9	6.7	25.9	2.5	3.5	Solute carrier family 29 member 4	Metabolic proteins, Predicted membrane proteins, Transporters	True
ENSG00000101412	E2F1	Q01094	6.7	6.6	1.5	1.2	E2F transcription factor 1	Cancer-related genes, Plasma proteins, Predicted intracellular proteins, Transcription factors	True
ENSG00000150394	CDH8	P55286	6.7	16.0	0.4	0.2	Cadherin 8	Predicted intracellular proteins, Predicted membrane proteins	True
