Gene	gene_name	uniprot_primary	sc_ntpm	cortex_ntpm	skm_ntpm	heart_ntpm	description	protein_class	druggable_class
ENSG00000184602	SNN	O75324	53.5	135.1	111.2	27.6	Stannin	Predicted membrane proteins	True
ENSG00000137509	PRCP	P42785	53.5	58.2	15.4	85.8	Prolylcarboxypeptidase	Enzymes, Plasma proteins, Predicted intracellular proteins	True
ENSG00000079308	TNS1	Q9HBL0	53.1	16.6	160.2	156.7	Tensin 1	Plasma proteins, Predicted intracellular proteins	True
ENSG00000026652	AGPAT4	Q9NRZ5	53.1	13.7	0.9	2.4	1-acylglycerol-3-phosphate O-acyltransferase 4	Enzymes, Metabolic proteins, Predicted intracellular proteins, Predicted membrane proteins	True
ENSG00000124155	PIGT	Q969N2	53.1	27.8	64.5	105.4	Phosphatidylinositol glycan anchor biosynthesis class T	Disease related genes, Human disease related genes, Metabolic proteins, Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins	True
ENSG00000157020	SEC13	P55735	53.0	42.1	112.0	71.6	SEC13 homolog, nuclear pore and COPII coat complex component	Essential proteins, Metabolic proteins, Predicted intracellular proteins, Transporters	True
ENSG00000198825	INPP5F	Q9Y2H2	52.9	93.5	10.1	5.4	Inositol polyphosphate-5-phosphatase F	Enzymes, Metabolic proteins, Predicted intracellular proteins, Predicted membrane proteins	True
ENSG00000184524	CEND1	Q8N111	52.9	277.6	0.1	1.1	Cell cycle exit and neuronal differentiation 1	Predicted membrane proteins	True
ENSG00000111142	METAP2	P50579	52.9	40.6	111.9	61.6	Methionyl aminopeptidase 2	Enzymes, Essential proteins, Plasma proteins, Predicted intracellular proteins	True
ENSG00000168291	PDHB	P11177	52.7	58.5	255.4	163.8	Pyruvate dehydrogenase E1 subunit beta	Citric acid cycle related proteins, Disease related genes, Enzymes, Human disease related genes, Metabolic proteins, Potential drug targets, Predicted intracellular proteins	True
ENSG00000018236	CNTN1	Q12860	52.7	120.8	0.8	0.8	Contactin 1	Disease related genes, Human disease related genes, Plasma proteins, Predicted intracellular proteins	True
ENSG00000117448	AKR1A1	P14550	52.7	36.8	43.7	58.1	Aldo-keto reductase family 1 member A1	Enzymes, Metabolic proteins, Plasma proteins, Predicted intracellular proteins	True
ENSG00000089327	FXYD5	Q96DB9	52.7	15.3	27.6	79.0	FXYD domain containing ion transport regulator 5	Plasma proteins, Predicted membrane proteins, Transporters	True
ENSG00000188706	ZDHHC9	Q9Y397	52.6	39.4	12.5	14.2	Zinc finger DHHC-type palmitoyltransferase 9	Disease related genes, Enzymes, Human disease related genes, Metabolic proteins, Potential drug targets, Predicted membrane proteins, Transporters	True
ENSG00000115204	MPV17	P39210	52.5	48.6	17.1	73.3	Mitochondrial inner membrane protein MPV17	Disease related genes, Human disease related genes, Potential drug targets, Predicted intracellular proteins, Predicted membrane proteins, Transporters	True
ENSG00000196547	MAN2A2	P49641	52.5	28.9	64.6	41.0	Mannosidase alpha class 2A member 2	Enzymes, Metabolic proteins, Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins	True
ENSG00000125977	EIF2S2	P20042	52.4	32.9	100.6	45.3	Eukaryotic translation initiation factor 2 subunit beta	Cancer-related genes, Essential proteins, Plasma proteins, Predicted intracellular proteins	True
ENSG00000085998	POMGNT1	Q8WZA1	52.4	23.7	52.3	68.0	Protein O-linked mannose N-acetylglucosaminyltransferase 1 (beta 1,2-)	Disease related genes, Human disease related genes, Metabolic proteins, Predicted membrane proteins	True
ENSG00000114354	TFG	Q92734	52.4	44.1	69.5	75.0	Trafficking from ER to golgi regulator	Cancer-related genes, Disease related genes, Human disease related genes, Predicted intracellular proteins, Predicted membrane proteins	True
ENSG00000100427	MLC1	Q15049	52.2	193.4	0.1	0.6	Modulator of VRAC current 1	Disease related genes, Human disease related genes, Potential drug targets, Predicted membrane proteins, Transporters	True
ENSG00000188846	RPL14	P50914	52.1	59.1	92.9	52.1	Ribosomal protein L14	Essential proteins, Plasma proteins, Predicted intracellular proteins, Ribosomal proteins	True
ENSG00000123131	PRDX4	Q13162	52.0	20.6	44.6	110.8	Peroxiredoxin 4	Cancer-related genes, Enzymes, Predicted intracellular proteins	True
ENSG00000178035	IMPDH2	P12268	52.0	35.7	230.8	60.9	Inosine monophosphate dehydrogenase 2	Enzymes, Essential proteins, FDA approved drug targets, Metabolic proteins, Plasma proteins, Predicted intracellular proteins	True
ENSG00000131508	UBE2D2	P62837	52.0	46.2	77.8	36.6	Ubiquitin conjugating enzyme E2 D2	Enzymes, Metabolic proteins, Plasma proteins, Predicted intracellular proteins, Transporters	True
ENSG00000017260	ATP2C1	P98194	52.0	50.1	26.3	29.8	ATPase secretory pathway Ca2+ transporting 1	Disease related genes, Enzymes, FDA approved drug targets, Human disease related genes, Metabolic proteins, Predicted membrane proteins, Transporters	True
ENSG00000079999	KEAP1	Q14145	52.0	38.0	170.8	57.8	Kelch like ECH associated protein 1	Cancer-related genes, FDA approved drug targets, Human disease related genes, Predicted intracellular proteins	True
ENSG00000115649	CNPPD1	Q9BV87	51.9	32.6	92.9	64.4	Cyclin Pas1/PHO80 domain containing 1	Predicted membrane proteins	True
ENSG00000182551	ADI1	Q9BV57	51.9	43.8	118.5	137.0	Acireductone dioxygenase 1	Enzymes, Metabolic proteins, Predicted intracellular proteins	True
ENSG00000160285	LSS	P48449	51.9	20.9	27.2	24.2	Lanosterol synthase	Disease related genes, Enzymes, Human disease related genes, Metabolic proteins, Potential drug targets, Predicted intracellular proteins	True
ENSG00000164615	CAMLG	P49069	51.8	79.2	58.4	24.9	Calcium modulating ligand	Essential proteins, FDA approved drug targets, Predicted intracellular proteins, Predicted membrane proteins, Transporters	True
ENSG00000174231	PRPF8	Q6P2Q9	51.8	85.2	140.0	96.4	Pre-mRNA processing factor 8	Cancer-related genes, Disease related genes, Essential proteins, Human disease related genes, Plasma proteins, Predicted intracellular proteins	True
ENSG00000183576	SETD3	Q86TU7	51.7	36.2	162.9	74.0	SET domain containing 3, actin histidine methyltransferase	Enzymes, Predicted intracellular proteins	True
ENSG00000106052	TAX1BP1	Q86VP1	51.6	64.7	86.2	114.9	Tax1 binding protein 1	Predicted intracellular proteins, Predicted membrane proteins	True
ENSG00000116161	CACYBP	Q9HB71	51.6	74.0	35.3	25.7	Calcyclin binding protein	Plasma proteins, Predicted intracellular proteins	True
ENSG00000130303	BST2	Q10589	51.5	35.4	43.3	113.4	Bone marrow stromal cell antigen 2	CD markers, Plasma proteins, Predicted membrane proteins, Transporters	True
ENSG00000146416	AIG1	Q9NVV5	51.4	38.7	22.2	43.1	Androgen induced 1	Predicted intracellular proteins, Predicted membrane proteins, Transporters	True
ENSG00000154978	VOPP1	Q96AW1	51.4	44.9	45.6	23.5	VOPP1 WW domain binding protein	Predicted intracellular proteins, Predicted membrane proteins	True
ENSG00000141524	TMC6	Q7Z403	51.3	8.4	1.8	18.4	Transmembrane channel like 6	Disease related genes, Human disease related genes, Potential drug targets, Predicted membrane proteins, Transporters	True
ENSG00000198937	CCDC167	Q9P0B6	51.3	29.2	20.1	36.4	Coiled-coil domain containing 167	Predicted membrane proteins	True
ENSG00000116489	CAPZA1	P52907	51.3	33.3	31.0	31.7	Capping actin protein of muscle Z-line subunit alpha 1	Plasma proteins, Predicted intracellular proteins	True
ENSG00000101210	EEF1A2	Q05639	51.2	366.1	1827.0	722.2	Eukaryotic translation elongation factor 1 alpha 2	Disease related genes, Human disease related genes, Metabolic proteins, Plasma proteins, Predicted intracellular proteins	True
ENSG00000100567	PSMA3	P25788	51.1	44.4	167.5	97.0	Proteasome 20S subunit alpha 3	Enzymes, Essential proteins, Plasma proteins, Predicted intracellular proteins	True
ENSG00000167645	YIF1B	Q5BJH7	51.0	42.9	33.1	38.3	Yip1 interacting factor homolog B, membrane trafficking protein	Disease related genes, Predicted intracellular proteins, Predicted membrane proteins	True
ENSG00000198502	HLA-DRB5	Q30154	50.9	6.8	20.9	48.4	Major histocompatibility complex, class II, DR beta 5	Human disease related genes, Predicted membrane proteins	True
ENSG00000182054	IDH2	P48735	50.9	74.8	1220.1	462.3	Isocitrate dehydrogenase (NADP(+)) 2	Cancer-related genes, Citric acid cycle related proteins, Disease related genes, Enzymes, FDA approved drug targets, Human disease related genes, Metabolic proteins, Plasma proteins, Predicted intracellular proteins	True
ENSG00000118515	SGK1	O00141	50.9	24.0	47.1	34.0	Serum/glucocorticoid regulated kinase 1	Cancer-related genes, Enzymes, Predicted intracellular proteins	True
