Gene	gene_name	uniprot_primary	sc_ntpm	cortex_ntpm	skm_ntpm	heart_ntpm	description	protein_class
ENSG00000132561	MATN2	O00339	11.2	11.3	3.9	107.3	Matrilin 2	Predicted intracellular proteins, Predicted secreted proteins
ENSG00000138613	APH1B	Q8WW43	11.2	9.6	3.7	5.4	Aph-1 homolog B, gamma-secretase subunit	Predicted membrane proteins, Transporters
ENSG00000163428	LRRC58	Q96CX6	11.2	10.0	4.7	5.1	Leucine rich repeat containing 58	Predicted intracellular proteins
ENSG00000173706	HEG1	Q9ULI3	11.2	6.9	10.8	50.5	Heart development protein with EGF like domains 1	Plasma proteins, Predicted membrane proteins
ENSG00000125863	MKKS	Q9NPJ1	11.2	20.1	22.9	13.5	MKKS centrosomal shuttling protein	Disease related genes, Human disease related genes, Predicted intracellular proteins
ENSG00000124444	ZNF576	Q9H609	11.2	14.8	13.2	10.9	Zinc finger protein 576	Predicted intracellular proteins, Transcription factors
ENSG00000131069	ACSS2	Q9NR19	11.2	9.5	109.9	46.6	Acyl-CoA synthetase short chain family member 2	Enzymes, Metabolic proteins, Predicted intracellular proteins, Predicted membrane proteins
ENSG00000205923	CEMP1	Q6PRD7	11.2	19.9	2.1	5.6	Cementum protein 1	Metabolic proteins, Predicted intracellular proteins
ENSG00000198169	ZNF251	Q9BRH9	11.2	14.1	9.8	24.0	Zinc finger protein 251	Predicted intracellular proteins, Transcription factors
ENSG00000162222	TTC9C	Q8N5M4	11.2	18.9	16.0	10.5	Tetratricopeptide repeat domain 9C	Predicted intracellular proteins
ENSG00000149090	PAMR1	Q6UXH9	11.2	24.1	2.6	22.8	Peptidase domain containing associated with muscle regeneration 1	Enzymes, Predicted intracellular proteins, Predicted secreted proteins
ENSG00000043093	DCUN1D1	Q96GG9	11.2	15.7	29.4	14.7	Defective in cullin neddylation 1 domain containing 1	Predicted intracellular proteins
ENSG00000131626	PPFIA1	Q13136	11.2	18.1	28.9	13.6	PTPRF interacting protein alpha 1	Predicted intracellular proteins, Predicted membrane proteins
ENSG00000116455	WDR77	Q9BQA1	11.2	12.0	42.8	29.8	WD repeat domain 77	Essential proteins, Predicted intracellular proteins
ENSG00000105443	CYTH2	Q99418	11.2	10.5	5.4	7.5	Cytohesin 2	Plasma proteins, Predicted intracellular proteins
ENSG00000166816	LDHD	Q86WU2	11.2	22.2	63.7	78.8	Lactate dehydrogenase D	Disease related genes, Enzymes, Human disease related genes, Metabolic proteins, Potential drug targets, Predicted intracellular proteins
ENSG00000150471	ADGRL3	Q9HAR2	11.2	23.3	0.6	2.4	Adhesion G protein-coupled receptor L3	G-protein coupled receptors, Plasma proteins, Predicted membrane proteins, Transporters
ENSG00000196369	SRGAP2B	P0DMP2	11.2	7.5	2.7	4.2	SLIT-ROBO Rho GTPase activating protein 2B	Predicted intracellular proteins
ENSG00000057935	MTA3	Q9BTC8	11.2	24.0	7.1	10.6	Metastasis associated 1 family member 3	Plasma proteins, Predicted intracellular proteins, Transcription factors
ENSG00000141577	CEP131	Q9UPN4	11.2	10.2	10.6	16.3	Centrosomal protein 131	Essential proteins, Plasma proteins, Predicted intracellular proteins
ENSG00000253729	PRKDC	P78527	11.2	14.8	25.3	16.1	Protein kinase, DNA-activated, catalytic subunit	Cancer-related genes, Disease related genes, Enzymes, Essential proteins, Human disease related genes, Plasma proteins, Potential drug targets, Predicted intracellular proteins
ENSG00000171262	FAM98B	Q52LJ0	11.2	15.8	13.0	11.6	Family with sequence similarity 98 member B	Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins
ENSG00000161267	BDH1	Q02338	11.2	28.0	20.2	48.7	3-hydroxybutyrate dehydrogenase 1	Candidate cardiovascular disease genes, Enzymes, Metabolic proteins, Predicted intracellular proteins
ENSG00000164576	SAP30L	Q9HAJ7	11.2	11.7	13.5	9.3	SAP30 like	Predicted intracellular proteins
ENSG00000174521	TTC9B	Q8N6N2	11.1	135.0	0.0	0.0	Tetratricopeptide repeat domain 9B	Predicted intracellular proteins
ENSG00000006530	AGK	Q53H12	11.1	20.6	8.2	28.5	Acylglycerol kinase	Disease related genes, Enzymes, Human disease related genes, Metabolic proteins, Potential drug targets, Predicted intracellular proteins
ENSG00000141837	CACNA1A	O00555	11.1	37.3	0.5	0.6	Calcium voltage-gated channel subunit alpha1 A	Disease related genes, FDA approved drug targets, Human disease related genes, Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins, Transporters, Voltage-gated ion channels
ENSG00000119408	NEK6	Q9HC98	11.1	31.8	7.6	7.0	NIMA related kinase 6	Enzymes, Predicted intracellular proteins, Transporters
ENSG00000221914	PPP2R2A	P63151	11.1	21.8	29.0	10.7	Protein phosphatase 2 regulatory subunit Balpha	Predicted intracellular proteins
ENSG00000120075	HOXB5	P09067	11.1	0.0	0.4	0.1	Homeobox B5	Predicted intracellular proteins, Transcription factors
ENSG00000116459	ATP5PB	P24539	11.1	27.1	127.5	101.9	ATP synthase peripheral stalk-membrane subunit b	Essential proteins, Metabolic proteins, Predicted membrane proteins, Transporters
ENSG00000156162	DPY19L4	Q7Z388	11.1	9.1	6.7	14.4	Dpy-19 like 4	Predicted membrane proteins
ENSG00000110046	ATG2A	Q2TAZ0	11.1	20.8	25.5	17.7	Autophagy related 2A	Predicted intracellular proteins, Transporters
ENSG00000115255	REEP6	Q96HR9	11.1	21.5	2.5	4.9	Receptor accessory protein 6	Disease related genes, Human disease related genes, Predicted membrane proteins
ENSG00000105607	GCDH	Q92947	11.1	15.8	28.1	27.8	Glutaryl-CoA dehydrogenase	Disease related genes, Enzymes, Human disease related genes, Metabolic proteins, Potential drug targets, Predicted intracellular proteins
ENSG00000133315	MACROD1	Q9BQ69	11.1	14.9	270.3	104.6	Mono-ADP ribosylhydrolase 1	Disease related genes, Enzymes, Metabolic proteins, Potential drug targets, Predicted intracellular proteins
ENSG00000176476	SGF29	Q96ES7	11.1	8.4	48.6	14.6	SAGA complex associated factor 29	Predicted intracellular proteins
ENSG00000047365	ARAP2	Q8WZ64	11.1	17.6	0.6	1.5	ArfGAP with RhoGAP domain, ankyrin repeat and PH domain 2	Predicted intracellular proteins
ENSG00000172932	ANKRD13D	Q6ZTN6	11.1	25.5	3.0	7.6	Ankyrin repeat domain 13D	Predicted intracellular proteins
ENSG00000048162	NOP16	Q9Y3C1	11.1	15.8	89.9	34.0	NOP16 nucleolar protein	Essential proteins, Predicted intracellular proteins
ENSG00000100416	TRMU	O75648	11.1	9.1	8.2	16.1	TRNA mitochondrial 2-thiouridylase	Disease related genes, Enzymes, Human disease related genes, Metabolic proteins, Potential drug targets, Predicted intracellular proteins
ENSG00000143258	USP21	Q9UK80	11.1	16.5	19.3	12.0	Ubiquitin specific peptidase 21	Enzymes, Metabolic proteins, Predicted intracellular proteins
ENSG00000064932	SBNO2	Q9Y2G9	11.1	7.9	35.5	26.0	Strawberry notch homolog 2	Predicted intracellular proteins
ENSG00000095713	CRTAC1	Q9NQ79	11.1	27.9	1.1	10.1	Cartilage acidic protein 1	Plasma proteins, Predicted intracellular proteins, Predicted secreted proteins
ENSG00000163820	FYCO1	Q9BQS8	11.1	5.3	246.2	62.5	FYVE and coiled-coil domain autophagy adaptor 1	Disease related genes, Human disease related genes, Potential drug targets, Predicted intracellular proteins, Transporters
ENSG00000039650	PNKP	Q96T60	11.1	15.4	17.9	23.3	Polynucleotide kinase 3'-phosphatase	Disease related genes, Enzymes, Human disease related genes, Metabolic proteins, Potential drug targets, Predicted intracellular proteins
ENSG00000181045	SLC26A11	Q86WA9	11.1	16.5	5.7	6.8	Solute carrier family 26 member 11	Metabolic proteins, Predicted intracellular proteins, Predicted membrane proteins, Transporters
ENSG00000132334	PTPRE	P23469	11.1	13.3	1.2	9.6	Protein tyrosine phosphatase receptor type E	Enzymes, Predicted intracellular proteins, Predicted membrane proteins
ENSG00000179041	RRS1	Q15050	11.1	11.2	47.1	15.5	Ribosome biogenesis regulator 1 homolog	Essential proteins, Predicted intracellular proteins
ENSG00000171155	C1GALT1C1	Q96EU7	11.1	6.7	7.4	16.7	C1GALT1 specific chaperone 1	Disease related genes, Human disease related genes, Metabolic proteins, Predicted intracellular proteins
ENSG00000165724	ZMYND19	Q96E35	11.1	19.1	13.4	13.2	Zinc finger MYND-type containing 19	Predicted intracellular proteins
ENSG00000165732	DDX21	Q9NR30	11.1	11.5	43.9	20.0	DExD-box helicase 21	Enzymes, Essential proteins, Plasma proteins, Predicted intracellular proteins
ENSG00000124160	NCOA5	Q9HCD5	11.1	13.5	18.5	14.7	Nuclear receptor coactivator 5	Predicted intracellular proteins
ENSG00000102452	NALCN	Q8IZF0	11.1	15.1	0.2	3.1	Sodium leak channel, non-selective	Disease related genes, Human disease related genes, Metabolic proteins, Potential drug targets, Predicted intracellular proteins, Predicted membrane proteins, Transporters
ENSG00000005436	GCFC2	P16383	11.1	8.8	27.9	10.7	GC-rich sequence DNA-binding factor 2	Predicted intracellular proteins
ENSG00000140987	ZSCAN32	Q9NX65	11.1	6.2	4.0	5.1	Zinc finger and SCAN domain containing 32	Predicted intracellular proteins, Transcription factors
ENSG00000158435	CNOT11	Q9UKZ1	11.1	13.1	32.5	35.3	CCR4-NOT transcription complex subunit 11	Predicted intracellular proteins
ENSG00000160191	PDE9A	O76083	11.1	10.4	2.3	4.3	Phosphodiesterase 9A	Enzymes, Metabolic proteins, Predicted intracellular proteins
ENSG00000135823	STX6	O43752	11.1	16.9	3.9	5.6	Syntaxin 6	Plasma proteins, Predicted membrane proteins, Transporters
ENSG00000186350	RXRA	P19793	11.1	25.2	120.6	28.3	Retinoid X receptor alpha	Cancer-related genes, FDA approved drug targets, Nuclear receptors, Predicted intracellular proteins, Transcription factors
ENSG00000137507	LRRC32	Q14392	11.1	11.6	22.6	53.6	Leucine rich repeat containing 32	Disease related genes, Human disease related genes, Predicted intracellular proteins, Predicted membrane proteins
ENSG00000125827	TMX4	Q9H1E5	11.1	32.0	28.4	55.6	Thioredoxin related transmembrane protein 4	Predicted membrane proteins
ENSG00000110344	UBE4A	Q14139	11.1	20.2	20.7	18.4	Ubiquitination factor E4A	Disease related genes, Enzymes, Metabolic proteins, Potential drug targets, Predicted intracellular proteins
ENSG00000171865	RNASEH1	O60930	11.1	12.8	15.7	12.2	Ribonuclease H1	Disease related genes, Enzymes, Human disease related genes, Potential drug targets, Predicted intracellular proteins
ENSG00000114126	TFDP2	Q14188	11.1	7.8	26.7	24.3	Transcription factor Dp-2	Cancer-related genes, Predicted intracellular proteins, Transcription factors
ENSG00000181588	MEX3D	Q86XN8	11.0	6.0	1.7	6.2	Mex-3 RNA binding family member D	Predicted intracellular proteins
ENSG00000112118	MCM3	P25205	11.0	10.3	15.4	23.8	Minichromosome maintenance complex component 3	Cancer-related genes, Enzymes, Essential proteins, Plasma proteins, Predicted intracellular proteins
ENSG00000133997	MED6	O75586	11.0	13.2	22.6	13.7	Mediator complex subunit 6	Essential proteins, Predicted intracellular proteins
ENSG00000135392	DNAJC14	Q6Y2X3	11.0	12.8	10.4	11.5	DnaJ heat shock protein family (Hsp40) member C14	Predicted membrane proteins
ENSG00000168329	CX3CR1	P49238	11.0	33.1	6.1	2.3	C-X3-C motif chemokine receptor 1	Disease related genes, G-protein coupled receptors, Human disease related genes, Plasma proteins, Potential drug targets, Predicted membrane proteins
ENSG00000164683	HEY1	Q9Y5J3	11.0	48.2	17.2	18.1	Hes related family bHLH transcription factor with YRPW motif 1	Cancer-related genes, Predicted intracellular proteins, Transcription factors, Transporters
ENSG00000157782	CABP1	Q9NZU7	11.0	419.6	2.6	12.6	Calcium binding protein 1	Predicted intracellular proteins, Transporters
ENSG00000125753	VASP	P50552	11.0	8.2	12.8	38.9	Vasodilator stimulated phosphoprotein	Plasma proteins, Predicted intracellular proteins
ENSG00000107625	DDX50	Q9BQ39	11.0	12.2	19.9	17.4	DExD-box helicase 50	Enzymes, Plasma proteins, Predicted intracellular proteins
ENSG00000117713	ARID1A	O14497	11.0	13.1	20.0	16.3	AT-rich interaction domain 1A	Cancer-related genes, Disease related genes, Human disease related genes, Predicted intracellular proteins, Transcription factors
ENSG00000122882	ECD	O95905	11.0	14.2	12.9	11.8	Ecdysoneless cell cycle regulator	Essential proteins, Predicted intracellular proteins
ENSG00000100422	CERK	Q8TCT0	11.0	21.8	19.8	36.6	Ceramide kinase	Enzymes, Metabolic proteins, Predicted intracellular proteins
ENSG00000107140	TESK1	Q15569	11.0	30.8	62.1	16.4	Testis associated actin remodelling kinase 1	Enzymes, Plasma proteins, Predicted intracellular proteins
ENSG00000135679	MDM2	Q00987	11.0	9.9	18.2	7.6	MDM2 proto-oncogene	Cancer-related genes, Disease related genes, Enzymes, Essential proteins, Human disease related genes, Metabolic proteins, Potential drug targets, Predicted intracellular proteins
ENSG00000204120	GIGYF2	Q6Y7W6	11.0	19.5	35.1	24.0	GRB10 interacting GYF protein 2	Disease related genes, Human disease related genes, Predicted intracellular proteins
ENSG00000180425	C11orf71	Q6IPW1	11.0	9.6	14.1	8.8	Chromosome 11 open reading frame 71	Predicted intracellular proteins
ENSG00000143641	GALNT2	Q10471	11.0	18.6	63.9	26.5	Polypeptide N-acetylgalactosaminyltransferase 2	Disease related genes, Enzymes, Human disease related genes, Metabolic proteins, Plasma proteins, Potential drug targets, Predicted intracellular proteins
ENSG00000089820	ARHGAP4	P98171	11.0	3.9	3.8	9.8	Rho GTPase activating protein 4	Predicted intracellular proteins
ENSG00000172785	ZNG1A	Q9BRT8	11.0	13.4	21.8	20.0	Zn regulated GTPase metalloprotein activator 1A	Disease related genes, Predicted intracellular proteins
ENSG00000040531	CTNS	O60931	11.0	7.1	17.1	10.1	Cystinosin, lysosomal cystine transporter	Disease related genes, Human disease related genes, Potential drug targets, Predicted intracellular proteins, Predicted membrane proteins, Transporters
ENSG00000104731	KLHDC4	Q8TBB5	11.0	10.9	11.4	8.3	Kelch domain containing 4	Predicted intracellular proteins
ENSG00000028839	TBPL1	P62380	11.0	20.5	6.2	11.2	TATA-box binding protein like 1	Predicted intracellular proteins, Transcription factors
ENSG00000162572	SCNN1D	P51172	11.0	19.6	3.3	6.0	Sodium channel epithelial 1 subunit delta	FDA approved drug targets, Metabolic proteins, Predicted intracellular proteins, Predicted membrane proteins, Transporters
ENSG00000137193	PIM1	P11309	11.0	7.2	34.0	61.5	Pim-1 proto-oncogene, serine/threonine kinase	Cancer-related genes, Enzymes, Predicted intracellular proteins
ENSG00000153317	ASAP1	Q9ULH1	11.0	21.7	12.4	22.3	ArfGAP with SH3 domain, ankyrin repeat and PH domain 1	Predicted intracellular proteins
ENSG00000139726	DENR	O43583	11.0	24.2	56.4	22.9	Density regulated re-initiation and release factor	Essential proteins, Plasma proteins, Predicted intracellular proteins
ENSG00000169919	GUSB	P08236	11.0	6.1	11.3	20.0	Glucuronidase beta	Cancer-related genes, Disease related genes, Enzymes, Human disease related genes, Metabolic proteins, Plasma proteins, Potential drug targets, Predicted intracellular proteins
ENSG00000178397	FAM220A	Q7Z4H9	11.0	19.3	65.9	15.1	Family with sequence similarity 220 member A	Predicted intracellular proteins
ENSG00000258643	BCL2L2-PABPN1	Q92843	10.9	5.8	3.0	3.6	BCL2L2-PABPN1 readthrough	Cancer-related genes, Predicted intracellular proteins, Transporters
ENSG00000119596	YLPM1	P49750	10.9	13.9	12.9	10.7	YLP motif containing 1	Plasma proteins, Predicted intracellular proteins
ENSG00000179163	FUCA1	P04066	10.9	8.4	14.8	19.3	Alpha-L-fucosidase 1	Disease related genes, Enzymes, Human disease related genes, Metabolic proteins, Plasma proteins, Potential drug targets, Predicted intracellular proteins
ENSG00000163807	KIAA1143	Q96AT1	10.9	9.0	16.5	9.3	KIAA1143	Essential proteins, Predicted intracellular proteins
ENSG00000110048	OSBP	P22059	10.9	16.7	54.0	23.9	Oxysterol binding protein	Essential proteins, Predicted intracellular proteins
ENSG00000142910	TINAGL1	Q9GZM7	10.9	11.5	44.3	221.5	Tubulointerstitial nephritis antigen like 1	Enzymes, Predicted intracellular proteins, Predicted secreted proteins
ENSG00000136490	LIMD2	Q9BT23	10.9	24.8	2.9	9.4	LIM domain containing 2	Predicted intracellular proteins
ENSG00000130810	PPAN	Q9NQ55	10.9	15.6	31.6	16.9	Peter pan homolog	Essential proteins, Plasma proteins, Predicted intracellular proteins
ENSG00000100908	EMC9	Q9Y3B6	10.9	22.1	38.4	16.7	ER membrane protein complex subunit 9	Predicted intracellular proteins, Transporters
ENSG00000180182	MED14	O60244	10.9	12.5	56.8	13.8	Mediator complex subunit 14	Essential proteins, Predicted intracellular proteins
ENSG00000169750	RAC3	P60763	10.9	33.6	0.8	3.0	Rac family small GTPase 3	Disease related genes, Enzymes, Human disease related genes, Potential drug targets, Predicted intracellular proteins, RAS pathway related proteins
ENSG00000128512	DOCK4	Q8N1I0	10.9	19.5	5.7	6.0	Dedicator of cytokinesis 4	Plasma proteins, Predicted intracellular proteins
ENSG00000148120	AOPEP	Q8N6M6	10.9	6.7	28.6	27.5	Aminopeptidase O (putative)	Disease related genes, Enzymes, Human disease related genes, Plasma proteins, Potential drug targets, Predicted intracellular proteins
ENSG00000143390	RFX5	P48382	10.9	15.7	15.9	17.1	Regulatory factor X5	Disease related genes, Human disease related genes, Predicted intracellular proteins, Transcription factors
ENSG00000185453	ZSWIM9	Q86XI8	10.9	13.4	8.5	5.0	Zinc finger SWIM-type containing 9	Predicted intracellular proteins
ENSG00000149781	FERMT3	Q86UX7	10.9	4.4	5.7	11.6	FERM domain containing kindlin 3	Disease related genes, Essential proteins, Human disease related genes, Plasma proteins, Predicted intracellular proteins
ENSG00000158062	UBXN11	Q5T124	10.9	34.8	5.3	10.5	UBX domain protein 11	Predicted intracellular proteins
ENSG00000186166	CENATAC	Q86UT8	10.9	11.6	10.3	12.2	Centrosomal AT-AC splicing factor	Essential proteins, Human disease related genes, Predicted intracellular proteins
ENSG00000094914	AAAS	Q9NRG9	10.9	7.2	20.8	14.6	Aladin WD repeat nucleoporin	Disease related genes, Human disease related genes, Metabolic proteins, Potential drug targets, Predicted intracellular proteins, Transporters
ENSG00000025800	KPNA6	O60684	10.9	13.0	37.3	20.6	Karyopherin subunit alpha 6	Metabolic proteins, Plasma proteins, Predicted intracellular proteins, Transporters
ENSG00000164466	SFXN1	Q9H9B4	10.9	27.2	10.2	11.5	Sideroflexin 1	Metabolic proteins, Predicted intracellular proteins, Predicted membrane proteins, Transporters
ENSG00000083312	TNPO1	Q92973	10.9	16.7	23.1	23.8	Transportin 1	Essential proteins, Plasma proteins, Predicted intracellular proteins, Transporters
ENSG00000131504	DIAPH1	O60610	10.9	27.3	159.3	53.9	Diaphanous related formin 1	Cancer-related genes, Disease related genes, Human disease related genes, Plasma proteins, Predicted intracellular proteins
ENSG00000154710	RABGEF1	Q9UJ41	10.9	14.6	13.5	9.3	RAB guanine nucleotide exchange factor 1	Predicted intracellular proteins, Transporters
ENSG00000119326	CTNNAL1	Q9UBT7	10.9	17.1	33.3	71.3	Catenin alpha like 1	Predicted intracellular proteins
ENSG00000148572	NRBF2	Q96F24	10.9	12.2	24.0	11.8	Nuclear receptor binding factor 2	Predicted intracellular proteins
ENSG00000114030	KPNA1	P52294	10.9	21.9	66.4	19.0	Karyopherin subunit alpha 1	Predicted intracellular proteins, Transporters
ENSG00000244045	TMEM199	Q8N511	10.9	9.3	7.0	9.0	Transmembrane protein 199	Disease related genes, Essential proteins, Human disease related genes, Potential drug targets, Predicted intracellular proteins, Predicted membrane proteins, Transporters
ENSG00000088280	ASAP3	Q8TDY4	10.9	16.2	40.6	27.5	ArfGAP with SH3 domain, ankyrin repeat and PH domain 3	Predicted intracellular proteins
ENSG00000184985	SORCS2	Q96PQ0	10.9	15.1	1.1	1.9	Sortilin related VPS10 domain containing receptor 2	Plasma proteins, Predicted membrane proteins
ENSG00000110844	PRPF40B	Q6NWY9	10.9	17.8	24.4	15.1	Pre-mRNA processing factor 40 homolog B	Predicted intracellular proteins
ENSG00000166847	DCTN5	Q9BTE1	10.8	21.2	13.0	13.8	Dynactin subunit 5	Essential proteins, Predicted intracellular proteins
ENSG00000099308	MAST3	O60307	10.8	44.9	3.1	2.4	Microtubule associated serine/threonine kinase 3	Enzymes, Predicted intracellular proteins, Predicted membrane proteins
ENSG00000102871	TRADD	Q15628	10.8	6.9	7.1	13.0	TNFRSF1A associated via death domain	Predicted intracellular proteins
ENSG00000048540	LMO3	Q8TAP4	10.8	90.8	1.3	5.3	LIM domain only 3	Predicted intracellular proteins
ENSG00000147255	IGSF1	Q8N6C5	10.8	6.4	1.8	32.0	Immunoglobulin superfamily member 1	Disease related genes, Human disease related genes, Predicted intracellular proteins, Predicted membrane proteins
ENSG00000214160	ALG3	Q92685	10.8	9.2	29.0	18.7	ALG3 alpha-1,3- mannosyltransferase	Disease related genes, Enzymes, Human disease related genes, Metabolic proteins, Potential drug targets, Predicted membrane proteins
ENSG00000182827	ACBD3	Q9H3P7	10.8	15.8	20.2	20.1	Acyl-CoA binding domain containing 3	Plasma proteins, Predicted intracellular proteins, Transporters
ENSG00000158615	PPP1R15B	Q5SWA1	10.8	11.6	11.6	11.7	Protein phosphatase 1 regulatory subunit 15B	Disease related genes, Essential proteins, Human disease related genes, Predicted intracellular proteins
ENSG00000101489	CELF4	Q9BZC1	10.8	91.6	10.2	1.0	CUGBP Elav-like family member 4	Predicted intracellular proteins
ENSG00000094880	CDC23	Q9UJX2	10.8	12.6	9.5	14.3	Cell division cycle 23	Essential proteins, Predicted intracellular proteins
ENSG00000180011	PTGR3	Q8N4Q0	10.8	16.9	42.1	32.1	Prostaglandin reductase 3	Enzymes, Metabolic proteins, Predicted intracellular proteins
ENSG00000122085	MTERF4	Q7Z6M4	10.8	13.2	51.4	16.5	Mitochondrial transcription termination factor 4	Predicted intracellular proteins
ENSG00000137942	FNBP1L	Q5T0N5	10.8	10.6	16.4	18.8	Formin binding protein 1 like	Predicted intracellular proteins
ENSG00000100888	CHD8	Q9HCK8	10.8	14.1	16.5	12.5	Chromodomain helicase DNA binding protein 8	Cancer-related genes, Disease related genes, Enzymes, Human disease related genes, Plasma proteins, Potential drug targets, Predicted intracellular proteins
ENSG00000158850	B4GALT3	O60512	10.8	17.7	23.4	23.6	Beta-1,4-galactosyltransferase 3	Enzymes, Metabolic proteins, Predicted intracellular proteins
ENSG00000165152	PGAP4	Q9BRR3	10.8	26.5	4.5	28.5	Post-GPI attachment to proteins GalNAc transferase 4	Predicted membrane proteins
ENSG00000114738	MAPKAPK3	Q16644	10.8	16.9	213.3	241.8	MAPK activated protein kinase 3	Disease related genes, Enzymes, Human disease related genes, Potential drug targets, Predicted intracellular proteins, Predicted membrane proteins
ENSG00000171700	RGS19	P49795	10.8	6.3	2.4	6.2	Regulator of G protein signaling 19	Predicted intracellular proteins
ENSG00000206562	METTL6	Q8TCB7	10.8	13.7	6.5	7.3	Methyltransferase 6, methylcytidine	Predicted intracellular proteins
ENSG00000038427	VCAN	P13611	10.8	18.4	3.7	43.3	Versican	Disease related genes, Human disease related genes, Plasma proteins, Predicted intracellular proteins, Predicted secreted proteins
ENSG00000145781	COMMD10	Q9Y6G5	10.8	12.7	13.4	29.3	COMM domain containing 10	Predicted intracellular proteins
ENSG00000182095	TNRC18	O15417	10.8	26.3	22.7	23.3	Trinucleotide repeat containing 18	Predicted intracellular proteins
ENSG00000170638	TRABD	Q9H4I3	10.8	9.6	28.0	21.1	TraB domain containing	Plasma proteins, Predicted membrane proteins
ENSG00000064419	TNPO3	Q9Y5L0	10.8	14.8	29.5	14.0	Transportin 3	Disease related genes, Essential proteins, Human disease related genes, Predicted intracellular proteins
ENSG00000161277	THAP8	Q8NA92	10.8	7.2	9.5	5.1	THAP domain containing 8	Predicted intracellular proteins, Transcription factors
ENSG00000142173	COL6A2	P12110	10.8	14.1	118.2	463.5	Collagen type VI alpha 2 chain	Disease related genes, Human disease related genes, Plasma proteins, Predicted intracellular proteins, Predicted secreted proteins
ENSG00000116497	S100PBP	Q96BU1	10.8	7.0	6.6	6.8	S100P binding protein	Predicted intracellular proteins
ENSG00000117280	RAB29	O14966	10.8	14.5	6.0	12.3	RAB29, member RAS oncogene family	Predicted intracellular proteins
ENSG00000012779	ALOX5	P09917	10.8	2.5	1.9	6.4	Arachidonate 5-lipoxygenase	Enzymes, FDA approved drug targets, Human disease related genes, Metabolic proteins, Predicted intracellular proteins
ENSG00000130338	TULP4	Q9NRJ4	10.8	7.7	5.9	2.5	TUB like protein 4	Plasma proteins, Predicted intracellular proteins
ENSG00000150456	EEF1AKMT1	Q8WVE0	10.8	11.5	10.5	9.4	EEF1A lysine methyltransferase 1	Predicted intracellular proteins
ENSG00000007541	PIGQ	Q9BRB3	10.8	23.5	17.8	12.5	Phosphatidylinositol glycan anchor biosynthesis class Q	Disease related genes, Human disease related genes, Metabolic proteins, Predicted intracellular proteins, Predicted membrane proteins
ENSG00000111725	PRKAB1	Q9Y478	10.7	12.6	13.4	11.4	Protein kinase AMP-activated non-catalytic subunit beta 1	FDA approved drug targets, Predicted intracellular proteins
ENSG00000124275	MTRR	Q9UBK8	10.7	10.2	27.0	13.5	5-methyltetrahydrofolate-homocysteine methyltransferase reductase	Disease related genes, Enzymes, Human disease related genes, Metabolic proteins, Potential drug targets, Predicted intracellular proteins
ENSG00000163719	MTMR14	Q8NCE2	10.7	10.9	42.7	33.0	Myotubularin related protein 14	Disease related genes, Metabolic proteins, Predicted intracellular proteins
ENSG00000172243	CLEC7A	Q9BXN2	10.7	2.4	1.2	5.2	C-type lectin domain containing 7A	CD markers, Disease related genes, Human disease related genes, Predicted intracellular proteins, Predicted membrane proteins
ENSG00000103126	AXIN1	O15169	10.7	9.0	20.1	11.0	Axin 1	Cancer-related genes, Disease related genes, Human disease related genes, Plasma proteins, Predicted intracellular proteins
ENSG00000185033	SEMA4B	Q9NPR2	10.7	18.9	7.4	23.0	Semaphorin 4B	Predicted intracellular proteins, Predicted membrane proteins
ENSG00000197217	ENTPD4	Q9Y227	10.7	19.4	15.0	19.8	Ectonucleoside triphosphate diphosphohydrolase 4	Enzymes, Metabolic proteins, Predicted intracellular proteins, Predicted membrane proteins
ENSG00000213853	EMP2	P54851	10.7	9.7	19.7	57.7	Epithelial membrane protein 2	Disease related genes, Human disease related genes, Predicted membrane proteins
ENSG00000114650	SCAP	Q12770	10.7	19.3	17.8	13.3	SREBF chaperone	Predicted membrane proteins
ENSG00000105186	ANKRD27	Q96NW4	10.7	9.8	19.9	9.0	Ankyrin repeat domain 27	Predicted intracellular proteins
ENSG00000182141	ZNF708	P17019	10.7	9.6	2.2	3.4	Zinc finger protein 708	Predicted intracellular proteins, Transcription factors
ENSG00000160613	PCSK7	Q16549	10.7	12.5	15.1	12.6	Proprotein convertase subtilisin/kexin type 7	Enzymes, Predicted intracellular proteins, Predicted membrane proteins
ENSG00000139318	DUSP6	Q16828	10.7	25.3	7.5	28.0	Dual specificity phosphatase 6	Disease related genes, Enzymes, Human disease related genes, Plasma proteins, Potential drug targets, Predicted intracellular proteins
ENSG00000109756	RAPGEF2	Q9Y4G8	10.7	25.7	11.3	15.0	Rap guanine nucleotide exchange factor 2	Disease related genes, Human disease related genes, Predicted intracellular proteins
ENSG00000178573	MAF	O75444	10.7	10.4	46.4	6.5	MAF bZIP transcription factor	Cancer-related genes, Disease related genes, Human disease related genes, Predicted intracellular proteins, Transcription factors
ENSG00000105829	BET1	O15155	10.7	10.4	9.1	13.3	Bet1 golgi vesicular membrane trafficking protein	Predicted intracellular proteins, Predicted membrane proteins
ENSG00000109133	TMEM33	P57088	10.7	16.9	6.9	9.8	Transmembrane protein 33	Predicted membrane proteins, Transporters
ENSG00000137269	LRRC1	Q9BTT6	10.7	5.2	1.5	3.9	Leucine rich repeat containing 1	Predicted intracellular proteins
