Gene	gene_name	uniprot_primary	sc_ntpm	cortex_ntpm	skm_ntpm	heart_ntpm	description	protein_class
ENSG00000268043	NBPF12	Q5TAG4	10.7	7.0	3.1	4.1	NBPF member 12	Predicted intracellular proteins
ENSG00000139436	GIT2	Q14161	10.7	13.2	13.3	16.3	GIT ArfGAP 2	Plasma proteins, Predicted intracellular proteins
ENSG00000139496	NUP58	Q9BVL2	10.7	13.6	18.3	12.7	Nucleoporin 58	Essential proteins, Metabolic proteins, Predicted intracellular proteins, Transporters
ENSG00000043143	JADE2	Q9NQC1	10.7	11.3	9.9	10.1	Jade family PHD finger 2	Enzymes, Predicted intracellular proteins
ENSG00000115839	RAB3GAP1	Q15042	10.7	25.8	29.7	30.1	RAB3 GTPase activating protein catalytic subunit 1	Disease related genes, Human disease related genes, Predicted intracellular proteins
ENSG00000100297	MCM5	P33992	10.7	6.5	11.9	8.2	Minichromosome maintenance complex component 5	Cancer-related genes, Disease related genes, Enzymes, Essential proteins, Human disease related genes, Plasma proteins, Potential drug targets, Predicted intracellular proteins
ENSG00000176953	NFATC2IP	Q8NCF5	10.7	11.0	24.2	19.7	Nuclear factor of activated T cells 2 interacting protein	Essential proteins, Predicted intracellular proteins
ENSG00000186862	PDZD7	Q9H5P4	10.7	11.8	0.7	0.6	PDZ domain containing 7	Disease related genes, Human disease related genes, Predicted intracellular proteins
ENSG00000112787	FBRSL1	Q9HCM7	10.7	26.4	36.0	33.8	Fibrosin like 1	Predicted intracellular proteins
ENSG00000169006	NTSR2	O95665	10.7	58.7	0.5	0.0	Neurotensin receptor 2	FDA approved drug targets, G-protein coupled receptors, Predicted membrane proteins, Transporters
ENSG00000184207	PGP	A6NDG6	10.7	31.6	35.0	28.3	Phosphoglycolate phosphatase	Enzymes, Metabolic proteins, Predicted intracellular proteins
ENSG00000132017	DCAF15	Q66K64	10.7	11.1	22.1	18.0	DDB1 and CUL4 associated factor 15	Predicted intracellular proteins
ENSG00000133193	FAM104A	Q969W3	10.7	12.9	15.1	10.5	Family with sequence similarity 104 member A	Predicted intracellular proteins
ENSG00000165516	KLHDC2	Q9Y2U9	10.7	19.8	49.7	35.6	Kelch domain containing 2	Predicted intracellular proteins
ENSG00000100246	DNAL4	O96015	10.7	34.8	7.1	13.6	Dynein axonemal light chain 4	Disease related genes, Human disease related genes, Predicted intracellular proteins
ENSG00000134255	CEPT1	Q9Y6K0	10.7	10.2	8.7	5.9	Choline/ethanolamine phosphotransferase 1	Enzymes, Essential proteins, Metabolic proteins, Predicted membrane proteins, Transporters
ENSG00000148187	MRRF	Q96E11	10.7	8.9	38.2	26.3	Mitochondrial ribosome recycling factor	Predicted intracellular proteins
ENSG00000119953	SMNDC1	O75940	10.7	9.1	22.9	11.5	Survival motor neuron domain containing 1	Essential proteins, Predicted intracellular proteins
ENSG00000116213	WRAP73	Q9P2S5	10.7	12.2	15.4	13.6	WD repeat containing, antisense to TP73	Predicted intracellular proteins
ENSG00000002822	MAD1L1	Q9Y6D9	10.6	12.6	13.5	8.8	Mitotic arrest deficient 1 like 1	Disease related genes, Human disease related genes, Predicted intracellular proteins
ENSG00000271303	SRXN1	Q9BYN0	10.6	29.0	46.1	37.0	Sulfiredoxin 1	Enzymes, Predicted intracellular proteins
ENSG00000172247	C1QTNF4	Q9BXJ3	10.6	62.4	0.9	1.1	C1q and TNF related 4	Predicted secreted proteins
ENSG00000102977	ACD	Q96AP0	10.6	14.7	9.3	10.8	ACD shelterin complex subunit and telomerase recruitment factor	Disease related genes, Essential proteins, Human disease related genes, Predicted intracellular proteins
ENSG00000048991	R3HDM1	Q15032	10.6	62.7	21.0	7.5	R3H domain containing 1	Predicted intracellular proteins
ENSG00000147454	SLC25A37	Q9NYZ2	10.6	10.8	15.1	14.8	Solute carrier family 25 member 37	Metabolic proteins, Predicted intracellular proteins, Transporters
ENSG00000138135	CH25H	O95992	10.6	10.8	1.7	4.3	Cholesterol 25-hydroxylase	Enzymes, Metabolic proteins, Predicted membrane proteins
ENSG00000134077	THUMPD3	Q9BV44	10.6	14.4	25.4	23.0	THUMP domain containing 3	Enzymes, Predicted intracellular proteins
ENSG00000167799	NUDT8	Q8WV74	10.6	6.6	55.1	73.1	Nudix hydrolase 8	Predicted intracellular proteins
ENSG00000175161	CADM2	Q8N3J6	10.6	48.5	3.6	2.6	Cell adhesion molecule 2	Predicted membrane proteins
ENSG00000076201	PTPN23	Q9H3S7	10.6	12.9	26.2	10.6	Protein tyrosine phosphatase non-receptor type 23	Disease related genes, Enzymes, Essential proteins, Human disease related genes, Potential drug targets, Predicted intracellular proteins
ENSG00000124313	IQSEC2	Q5JU85	10.6	46.0	57.4	11.0	IQ motif and Sec7 domain ArfGEF 2	Disease related genes, Human disease related genes, Predicted intracellular proteins
ENSG00000152778	IFIT5	Q13325	10.6	14.5	3.4	13.6	Interferon induced protein with tetratricopeptide repeats 5	Predicted intracellular proteins
ENSG00000172183	ISG20	Q96AZ6	10.6	4.8	4.8	14.0	Interferon stimulated exonuclease gene 20	Enzymes, Predicted intracellular proteins
ENSG00000065882	TBC1D1	Q86TI0	10.6	14.1	98.7	50.7	TBC1 domain family member 1	Predicted intracellular proteins, Transporters
ENSG00000197114	ZGPAT	Q8N5A5	10.6	12.6	15.7	15.1	Zinc finger CCCH-type and G-patch domain containing	Predicted intracellular proteins, Transcription factors
ENSG00000023287	RB1CC1	Q8TDY2	10.6	41.3	36.5	22.6	RB1 inducible coiled-coil 1	Human disease related genes, Predicted intracellular proteins
ENSG00000232119	MCTS1	Q9ULC4	10.6	18.5	12.5	15.0	MCTS1 re-initiation and release factor	Predicted intracellular proteins
ENSG00000137274	BPHL	Q86WA6	10.6	13.9	14.6	11.2	Biphenyl hydrolase like	Predicted intracellular proteins
ENSG00000104228	TRIM35	Q9UPQ4	10.6	5.7	4.8	5.3	Tripartite motif containing 35	Enzymes, Predicted intracellular proteins
ENSG00000163531	NFASC	O94856	10.6	32.2	2.8	13.9	Neurofascin	Disease related genes, Human disease related genes, Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins
ENSG00000120093	HOXB3	P14651	10.6	0.1	9.9	5.2	Homeobox B3	Plasma proteins, Predicted intracellular proteins, Transcription factors
ENSG00000164144	ARFIP1	P53367	10.6	9.9	5.7	9.5	ADP ribosylation factor interacting protein 1	Predicted intracellular proteins
ENSG00000151445	VIPAS39	Q9H9C1	10.6	11.8	13.1	13.9	VPS33B interacting protein, apical-basolateral polarity regulator, spe-39 homolog	Disease related genes, Human disease related genes, Predicted intracellular proteins
ENSG00000100084	HIRA	P54198	10.5	20.3	22.2	12.1	Histone cell cycle regulator	Essential proteins, Predicted intracellular proteins
ENSG00000121390	PSPC1	Q8WXF1	10.5	19.2	20.1	10.5	Paraspeckle component 1	Predicted intracellular proteins, Transcription factors
ENSG00000243646	IL10RB	Q08334	10.5	5.7	11.6	13.2	Interleukin 10 receptor subunit beta	CD markers, Disease related genes, Human disease related genes, Plasma proteins, Potential drug targets, Predicted membrane proteins, Transporters
ENSG00000085721	RRN3	Q9NYV6	10.5	15.1	39.6	15.5	RRN3 homolog, RNA polymerase I transcription factor	Essential proteins, Plasma proteins, Predicted intracellular proteins
ENSG00000116198	CEP104	O60308	10.5	5.2	7.7	7.1	Centrosomal protein 104	Disease related genes, Human disease related genes, Plasma proteins, Predicted intracellular proteins
ENSG00000158516	CPA2	P48052	10.5	0.9	0.7	7.9	Carboxypeptidase A2	Enzymes, Metabolic proteins, Predicted secreted proteins
ENSG00000177542	SLC25A22	Q9H936	10.5	120.1	2.0	7.4	Solute carrier family 25 member 22	Disease related genes, Human disease related genes, Metabolic proteins, Plasma proteins, Potential drug targets, Predicted membrane proteins, Transporters
ENSG00000086300	SNX10	Q9Y5X0	10.5	43.2	0.4	1.3	Sorting nexin 10	Disease related genes, Human disease related genes, Predicted intracellular proteins
ENSG00000037474	NSUN2	Q08J23	10.5	11.1	38.9	21.5	NOP2/Sun RNA methyltransferase 2	Disease related genes, Enzymes, Human disease related genes, Potential drug targets, Predicted intracellular proteins
ENSG00000082212	ME2	P23368	10.5	11.4	24.6	42.2	Malic enzyme 2	Enzymes, Metabolic proteins, Plasma proteins, Predicted intracellular proteins
ENSG00000157110	RBPMS	Q93062	10.5	9.2	30.0	165.4	RNA binding protein, mRNA processing factor	Predicted intracellular proteins
ENSG00000139182	CLSTN3	Q9BQT9	10.5	92.6	3.1	9.4	Calsyntenin 3	Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins
ENSG00000185728	YTHDF3	Q7Z739	10.5	18.7	32.1	26.9	YTH N6-methyladenosine RNA binding protein 3	Predicted intracellular proteins
ENSG00000213380	COG8	Q96MW5	10.5	12.5	22.7	11.4	Component of oligomeric golgi complex 8	Disease related genes, Essential proteins, Human disease related genes, Plasma proteins, Predicted intracellular proteins
ENSG00000174136	RGMB	Q6NW40	10.5	23.9	23.2	9.5	Repulsive guidance molecule BMP co-receptor b	Predicted intracellular proteins, Predicted membrane proteins
ENSG00000160194	NDUFV3	P56181	10.5	8.8	28.2	30.8	NADH:ubiquinone oxidoreductase subunit V3	FDA approved drug targets, Metabolic proteins, Plasma proteins, Predicted intracellular proteins
ENSG00000164221	CCDC112	Q8NEF3	10.5	7.4	4.0	5.6	Coiled-coil domain containing 112	Predicted intracellular proteins
ENSG00000213551	DNAJC9	Q8WXX5	10.5	15.9	12.8	10.2	DnaJ heat shock protein family (Hsp40) member C9	Essential proteins, Predicted intracellular proteins
ENSG00000026950	BTN3A1	O00481	10.5	10.7	12.0	12.5	Butyrophilin subfamily 3 member A1	CD markers, Predicted intracellular proteins, Predicted membrane proteins
ENSG00000104880	ARHGEF18	Q6ZSZ5	10.5	13.4	4.7	6.2	Rho/Rac guanine nucleotide exchange factor 18	Disease related genes, Human disease related genes, Predicted intracellular proteins
ENSG00000196139	AKR1C3	P42330	10.5	17.2	120.9	45.8	Aldo-keto reductase family 1 member C3	Enzymes, Metabolic proteins, Plasma proteins, Predicted intracellular proteins
ENSG00000174013	FBXO45	P0C2W1	10.5	11.4	12.9	3.4	F-box protein 45	Predicted intracellular proteins, Predicted secreted proteins
ENSG00000111783	RFX4	Q33E94	10.5	17.1	0.0	0.0	Regulatory factor X4	Predicted intracellular proteins, Transcription factors
ENSG00000111731	C2CD5	Q86YS7	10.5	19.7	8.9	10.1	C2 calcium dependent domain containing 5	Predicted intracellular proteins
ENSG00000211677	IGLC2	P0DOY2	10.5	80.7	8.1	298.6	Immunoglobulin lambda constant 2	Immunoglobulin genes, Predicted intracellular proteins, Predicted secreted proteins
ENSG00000146872	TLK2	Q86UE8	10.5	19.2	23.2	17.4	Tousled like kinase 2	Disease related genes, Enzymes, Essential proteins, Human disease related genes, Plasma proteins, Potential drug targets, Predicted intracellular proteins
ENSG00000144837	PLA1A	Q53H76	10.5	4.1	15.4	4.8	Phospholipase A1 member A	Enzymes, Predicted intracellular proteins, Predicted secreted proteins, RAS pathway related proteins
ENSG00000078967	UBE2D4	Q9Y2X8	10.5	10.8	30.4	10.5	Ubiquitin conjugating enzyme E2 D4 (putative)	Enzymes, Metabolic proteins, Predicted intracellular proteins
ENSG00000196914	ARHGEF12	Q9NZN5	10.5	32.4	30.2	37.8	Rho guanine nucleotide exchange factor 12	Cancer-related genes, Disease related genes, Predicted intracellular proteins
ENSG00000120910	PPP3CC	P48454	10.5	10.3	85.6	32.5	Protein phosphatase 3 catalytic subunit gamma	Enzymes, Plasma proteins, Predicted intracellular proteins
ENSG00000141428	C18orf21	Q32NC0	10.5	15.7	33.1	17.2	Chromosome 18 open reading frame 21	Essential proteins, Predicted intracellular proteins
ENSG00000155621	C9orf85	Q96MD7	10.5	5.7	8.0	5.8	Chromosome 9 open reading frame 85	Predicted intracellular proteins, Transporters
ENSG00000135838	NPL	Q9BXD5	10.5	8.2	1.6	2.3	N-acetylneuraminate pyruvate lyase	Enzymes, Metabolic proteins, Predicted intracellular proteins
ENSG00000105429	MEGF8	Q7Z7M0	10.5	39.9	9.5	15.8	Multiple EGF like domains 8	Disease related genes, Human disease related genes, Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins
ENSG00000112584	FAM120B	Q96EK7	10.5	12.6	16.3	10.1	Family with sequence similarity 120B	Predicted intracellular proteins
ENSG00000101336	HCK	P08631	10.5	5.4	1.5	4.7	HCK proto-oncogene, Src family tyrosine kinase	Disease related genes, Enzymes, Potential drug targets, Predicted intracellular proteins
ENSG00000132661	NXT1	Q9UKK6	10.5	7.4	11.8	16.0	Nuclear transport factor 2 like export factor 1	Predicted intracellular proteins
ENSG00000108592	FTSJ3	Q8IY81	10.5	10.4	27.3	19.6	FtsJ RNA 2'-O-methyltransferase 3	Essential proteins, Predicted intracellular proteins
ENSG00000076108	BAZ2A	Q9UIF9	10.5	13.9	26.0	19.8	Bromodomain adjacent to zinc finger domain 2A	Plasma proteins, Predicted intracellular proteins
ENSG00000180185	FAHD1	Q6P587	10.5	14.7	28.3	19.1	Fumarylacetoacetate hydrolase domain containing 1	Enzymes, Metabolic proteins, Predicted intracellular proteins
ENSG00000125107	CNOT1	A5YKK6	10.5	17.6	50.4	24.6	CCR4-NOT transcription complex subunit 1	Disease related genes, Essential proteins, Human disease related genes, Plasma proteins, Predicted intracellular proteins, Predicted membrane proteins
ENSG00000003987	MTMR7	Q9Y216	10.5	11.6	0.9	0.7	Myotubularin related protein 7	Enzymes, Metabolic proteins, Predicted intracellular proteins
ENSG00000007923	DNAJC11	Q9NVH1	10.5	21.4	33.2	30.8	DnaJ heat shock protein family (Hsp40) member C11	Essential proteins, Predicted intracellular proteins, Predicted membrane proteins
ENSG00000171224	FAM241B	Q96D05	10.4	42.4	4.4	6.2	Family with sequence similarity 241 member B	Predicted intracellular proteins, Predicted membrane proteins
ENSG00000166444	DENND2B	P78524	10.4	20.2	20.4	33.1	DENN domain containing 2B	Predicted intracellular proteins
ENSG00000107960	STN1	Q9H668	10.4	8.0	21.4	30.4	STN1 subunit of CST complex	Disease related genes, Human disease related genes, Predicted intracellular proteins
ENSG00000125347	IRF1	P10914	10.4	5.9	13.3	22.7	Interferon regulatory factor 1	Cancer-related genes, Disease related genes, Human disease related genes, Predicted intracellular proteins, Transcription factors
ENSG00000152767	FARP1	Q9Y4F1	10.4	30.6	18.5	12.9	FERM, ARH/RhoGEF and pleckstrin domain protein 1	Predicted intracellular proteins
ENSG00000079277	MKNK1	Q9BUB5	10.4	15.7	27.8	22.2	MAPK interacting serine/threonine kinase 1	Enzymes, Predicted intracellular proteins, Predicted membrane proteins
ENSG00000140157	NIPA2	Q8N8Q9	10.4	23.2	25.7	17.7	NIPA magnesium transporter 2	Predicted membrane proteins, Transporters
ENSG00000074356	NCBP3	Q53F19	10.4	6.1	8.3	8.9	Nuclear cap binding subunit 3	Predicted intracellular proteins
ENSG00000145216	FIP1L1	Q6UN15	10.4	12.8	19.5	11.5	Factor interacting with PAPOLA and CPSF1	Cancer-related genes, Disease related genes, Essential proteins, Predicted intracellular proteins
ENSG00000157654	PALM2AKAP2	Q8IXS6	10.4	15.1	15.9	87.8	PALM2 and AKAP2 fusion	Predicted intracellular proteins
ENSG00000158156	XKR8	Q9H6D3	10.4	5.5	6.4	7.6	XK related 8	Predicted membrane proteins, Transporters
ENSG00000139163	ETNK1	Q9HBU6	10.4	15.9	5.8	7.1	Ethanolamine kinase 1	Cancer-related genes, Enzymes, Human disease related genes, Metabolic proteins, Predicted intracellular proteins, Predicted membrane proteins
ENSG00000172380	GNG12	Q9UBI6	10.4	11.1	12.2	32.3	G protein subunit gamma 12	Predicted intracellular proteins, RAS pathway related proteins
ENSG00000107521	HPS1	Q92902	10.4	13.6	7.2	13.1	HPS1 biogenesis of lysosomal organelles complex 3 subunit 1	Disease related genes, Human disease related genes, Predicted intracellular proteins
ENSG00000058729	RIOK2	Q9BVS4	10.4	9.3	20.3	15.5	RIO kinase 2	Enzymes, Essential proteins, Plasma proteins, Predicted intracellular proteins
ENSG00000175792	RUVBL1	Q9Y265	10.4	12.0	16.8	22.6	RuvB like AAA ATPase 1	Enzymes, Essential proteins, Plasma proteins, Predicted intracellular proteins
ENSG00000131459	GFPT2	O94808	10.4	12.4	4.6	27.5	Glutamine-fructose-6-phosphate transaminase 2	Enzymes, Metabolic proteins, Predicted intracellular proteins, Predicted membrane proteins
ENSG00000038532	CLEC16A	Q2KHT3	10.4	16.8	16.6	13.7	C-type lectin domain containing 16A	Disease related genes, Human disease related genes, Predicted intracellular proteins
ENSG00000228594	FNDC10	F2Z333	10.4	23.9	0.3	2.8	Fibronectin type III domain containing 10	Predicted membrane proteins
ENSG00000166716	ZNF592	Q92610	10.4	7.4	17.8	9.2	Zinc finger protein 592	Predicted intracellular proteins, Transcription factors
ENSG00000062725	APPBP2	Q92624	10.4	17.6	8.4	6.6	Amyloid beta precursor protein binding protein 2	Cancer-related genes, Predicted intracellular proteins
ENSG00000032742	IFT88	Q13099	10.4	7.0	6.2	5.0	Intraflagellar transport 88	Predicted intracellular proteins, Transporters
ENSG00000110756	HPS5	Q9UPZ3	10.4	4.1	5.0	5.5	HPS5 biogenesis of lysosomal organelles complex 2 subunit 2	Disease related genes, Human disease related genes, Plasma proteins, Predicted intracellular proteins
ENSG00000119231	SENP5	Q96HI0	10.4	11.3	11.3	9.0	SUMO specific peptidase 5	Enzymes, Predicted intracellular proteins
ENSG00000157349	DDX19B	Q9UMR2	10.4	9.4	30.3	16.7	DEAD-box helicase 19B	Enzymes, Metabolic proteins, Plasma proteins, Predicted intracellular proteins, Transporters
ENSG00000101146	RAE1	P78406	10.4	16.3	15.0	13.1	Ribonucleic acid export 1	Essential proteins, Metabolic proteins, Plasma proteins, Predicted intracellular proteins, Transporters
ENSG00000033050	ABCF2	Q9UG63	10.4	18.5	38.4	18.6	ATP binding cassette subfamily F member 2	Predicted intracellular proteins, Transporters
ENSG00000121858	TNFSF10	P50591	10.4	8.0	19.4	29.6	TNF superfamily member 10	Cancer-related genes, CD markers, Predicted intracellular proteins, Predicted membrane proteins, Predicted secreted proteins, Transporters
ENSG00000196843	ARID5A	Q03989	10.4	8.3	22.7	27.4	AT-rich interaction domain 5A	Predicted intracellular proteins, Transcription factors
ENSG00000198081	ZBTB14	O43829	10.4	7.6	7.9	8.0	Zinc finger and BTB domain containing 14	Predicted intracellular proteins, Transcription factors
ENSG00000196943	NOP9	Q86U38	10.4	9.5	25.6	12.4	NOP9 nucleolar protein	Essential proteins, Plasma proteins, Predicted intracellular proteins
ENSG00000160284	SPATC1L	Q9H0A9	10.3	19.6	5.3	11.1	Spermatogenesis and centriole associated 1 like	Predicted intracellular proteins
ENSG00000157873	TNFRSF14	Q92956	10.3	13.4	6.2	23.9	TNF receptor superfamily member 14	Cancer-related genes, CD markers, Human disease related genes, Predicted intracellular proteins, Predicted membrane proteins
