geneID,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
AAGAB,2171.0158217737358,0.09796883817248102,0.12284237556275246,0.7975166364511966,0.42515104476185706,0.7164483973318114
AAK1,1139.3109368944954,0.18061620857710958,0.16920105541745722,1.0674650233799583,0.2857618997327739,0.6097442210810899
AAMDC,226.9481569501665,-0.32817453294751253,0.23389851896644917,-1.4030637491748568,0.16059782988544347,0.47692980481265435
AAMP,1274.2385945460233,0.3711810779197953,0.14340420114655653,2.5883556754411603,0.009643534900098649,0.1260166277181966
AANAT,2.379575827537073,-0.49276979114411545,1.0829747923770396,-0.4550150147655115,0.6490984368843506,
AAR2,740.0627968549709,0.23207687652794515,0.12479621324393296,1.859646783306766,0.0629355157556016,0.31774066716255045
AARD,7.452613979973539,-0.5492202478676652,0.6885606358674253,-0.7976352687890386,0.4250821779718149,
AARS,2186.2913831483825,0.03125630088716499,0.10346689497531958,0.30208987033602097,0.762583554233441,0.9075195930964107
AARS2,245.02146340061668,0.15315271421649518,0.18824549362162504,0.8135797105684419,0.41588576506739927,0.7104897867970015
AARSD1,490.14381433462626,-0.07361159656050875,0.12977096468824958,-0.5672424238915602,0.5705494886010848,0.8075026134069885
AARSP1,0.0,,,,,
AASDH,200.00830552271208,-0.07661968555578749,0.20532992190923055,-0.37315401887533217,0.709033816134382,0.8811472198290472
AASDHPPT,3315.1497409320878,0.002890088275420071,0.20420735386225336,0.014152713997604415,0.9887081449675797,0.9956698352767147
AASS,305.50929431087434,-0.6039942879622956,0.16934008730994793,-3.5667531389468805,0.00036143166398934176,0.022139252212804418
AATF,899.2059688491428,-0.05182429545204015,0.11977195726671806,-0.4326913965063921,0.6652389809673805,0.8598175494454489
AATK,79.02086369670123,0.6332384939716831,0.26461818984512325,2.3930270792884927,0.016710007753660217,0.16518334135309407
AATK-AS1,0.23077263221920316,-1.6265637589997304,4.020316913903297,-0.4045859552451329,0.6857818839796106,
AB015752.3,0.2753824790030509,-0.18149775707923704,3.7819535744472597,-0.04799047727754387,0.9617238318955416,
AB019438.66,0.0,,,,,
AB019440.50,0.0,,,,,
AB019441.29,7.638070780867963,-0.8167356082435656,0.6549339948180498,-1.2470502595768702,0.21237906952137653,
ABAT,2215.10307591347,0.016107004195229594,0.17094709103193306,0.09422216019002506,0.9249326817951549,0.9740738373182678
ABBA01010927.1,0.0,,,,,
ABBA01010927.2,0.0,,,,,
ABBA01014710.1,0.0,,,,,
ABBA01015879.1,0.0,,,,,
ABBA01017803.1,6.131088446698824,-0.42952268516779196,0.8205392826633465,-0.5234638904472998,0.6006514731668449,
ABBA01031658.1,0.0,,,,,
ABBA01031663.1,0.0,,,,,
ABBA01031664.1,0.11538631610960158,-0.9028407312596045,4.1148644421697105,-0.21940959269694657,0.8263309981867581,
ABBA01031674.1,0.0,,,,,
ABC12-47043100G14.2,0.0,,,,,
ABC12-47964100C23.1,0.5596125903929761,2.4669338957305333,3.264104298802016,0.7557766755908939,0.44978310337330774,
ABC12-49244600F4.4,0.4869457780600979,-2.577616508760965,3.222596434998524,-0.7998570595955324,0.42379361915730973,
ABC14-1080714F14.1,1.5308649659452638,-0.039546162146287846,1.567862738120695,-0.025222974680608523,0.9798771116391779,
ABC7-42391500H16.2,0.0,,,,,
ABC7-42418200C9.1,0.14156957658887967,0.7802878540662997,4.201595399995571,0.18571227826151998,0.8526703991647069,
ABC7-43041300I9.1,0.0,,,,,
ABC7-481722F1.1,0.0,,,,,
ABCA1,1334.5119488820005,0.2533936641703157,0.2205487707308678,1.1489234935683592,0.2505875291878883,0.5786134823161099
ABCA10,31.626732648790888,-0.3426132100789967,0.3853563590901295,-0.8890815007904521,0.3739592802062166,
ABCA11P,155.37450543225984,-0.34053970299173275,0.17847678998999358,-1.9080335488487066,0.0563868802989423,0.30218834775225395
ABCA12,10.124142808606022,1.4151432737259526,0.7071420905341786,2.001214879822733,0.045369238102010954,
ABCA13,204.5866492881941,-0.9426546550715394,0.25840877558978387,-3.647920442794773,0.0002643714674625728,0.01830474965813202
ABCA17P,1.7362004123306698,0.006815437304097473,1.3104945179578904,0.005200660674809835,0.9958504918468053,
ABCA2,676.6904763000995,0.30731861120758824,0.20700325922036816,1.4846075968322219,0.13764780189433037,0.4456977477522585
ABCA3,1138.09668402623,0.43332253596396003,0.1507514302360255,2.8744174120638473,0.004047736161657033,0.08278610371696471
ABCA4,2.9107893313296964,-0.2745325415546569,1.0901848598486954,-0.25182200896897317,0.8011786447182491,
ABCA5,513.4619571570287,-0.36517592142843397,0.18731197530192678,-1.949559929843298,0.05122859325666729,0.2885511532980061
